,HS DE Kitchen-Emergency (kW),HS DG Gym (kW),HS Plugload DBH (kW),HS DL Lighting (kW),HS MSWB (kW),HS M1 Chillers (kW)
2016-10-03 01:40:00,,,,,,
2016-10-03 01:45:00,24.82617,8.72949,7.471204,22.60429,69.60701,0.0
2016-10-03 01:50:00,,,,,,
2016-10-03 02:00:00,28.72094,7.823142,7.861347,22.27213,71.96375,0.0
2016-10-03 02:10:00,,,,,,
2016-10-03 02:15:00,27.16938,9.286432,7.722148,20.81669,72.19501,0.0
2016-10-03 02:20:00,,,,,,
2016-10-03 02:30:00,27.80471,8.422582,7.683276,19.42705,69.21938,0.0
2016-10-03 02:40:00,,,,,,
2016-10-03 02:45:00,25.50553,9.475855,7.462071,23.03287,71.81118,0.0
2016-10-03 02:50:00,,,,,,
2016-10-03 03:00:00,27.42679,7.701894,7.487344,19.16858,71.67545,0.0
2016-10-03 03:10:00,,,,,,
2016-10-03 03:15:00,28.12605,8.311529,7.525584,20.75474,70.90638,0.0
2016-10-03 03:20:00,,,,,,
2016-10-03 03:30:00,25.30869,7.508247,7.585191,20.5098,67.32996,0.0
2016-10-03 03:40:00,,,,,,
2016-10-03 03:45:00,24.02707,8.247823,7.426969,23.14845,69.06606,0.0
2016-10-03 03:50:00,,,,,,
2016-10-03 04:00:00,24.83289,8.042464,7.38425,22.70393,69.0553,0.0
2016-10-03 22:00:00,28.52694,23.0548,7.352824,24.9427,93.00508,0.0
2016-10-03 22:10:00,,,,,,
2016-10-03 22:15:00,33.43081,22.24326,7.755026,24.39409,93.97388,0.0
2016-10-03 22:20:00,,,,,,
2016-10-03 22:30:00,33.70289,22.01134,7.255743,24.06863,94.01185,0.0
2016-10-03 22:40:00,,,,,,
2016-10-03 22:45:00,34.79084,24.15039,7.021293,24.51756,100.4218,0.0
2016-10-03 22:50:00,,,,,,
2016-10-03 23:00:00,30.95237,23.28315,7.352521,21.67359,93.60875,0.0
2016-10-03 23:10:00,,,,,,
2016-10-03 23:15:00,32.57155,21.31653,7.215657,26.5794,93.7368,0.0
2016-10-03 23:20:00,,,,,,
2016-10-03 23:30:00,32.0129,22.94258,6.912162,23.46374,92.52189,0.0
2016-10-03 23:40:00,,,,,,
2016-10-03 23:45:00,33.77383,21.7097,7.146892,25.24814,94.22411,0.0
2016-10-03 23:50:00,,,,,,
2016-10-04 00:00:00,29.99093,21.94541,6.905678,22.14488,96.87876,0.0
2016-10-04 00:10:00,,,,,,
2016-10-04 00:15:00,31.15532,21.80268,7.18116,20.73707,87.75017,0.0
2016-10-04 00:20:00,,,,,,
2016-10-04 00:30:00,28.94713,21.38887,7.122759,19.41127,83.27473,0.0
2016-10-04 00:40:00,,,,,,
2016-10-04 00:45:00,31.95091,7.952475,7.558074,18.2144,71.70113,0.0
2016-10-04 00:50:00,,,,,,
2016-10-04 01:00:00,28.39191,7.066186,6.872902,20.29298,73.46129,0.0
2016-10-04 01:10:00,,,,,,
2016-10-04 01:15:00,29.99804,6.845582,7.245059,21.49574,71.70841,0.0
2016-10-04 01:20:00,,,,,,
2016-10-04 01:30:00,28.9798,6.515045,7.417457,20.24701,69.45506,0.0
2016-10-04 01:40:00,,,,,,
2016-10-04 01:45:00,34.27546,8.451429,6.979747,19.50797,79.26888,0.0
2016-10-04 01:50:00,,,,,,
2016-10-04 02:00:00,29.21927,6.3243,7.073969,20.67212,69.67754,0.0
2016-10-04 02:10:00,,,,,,
2016-10-04 02:15:00,38.61427,7.136081,7.171842,21.61554,80.17884,0.0
2016-10-04 02:20:00,,,,,,
2016-10-04 02:30:00,58.97974,8.198283,7.393256,22.62609,92.09441,0.0
2016-10-04 02:40:00,,,,,,
2016-10-04 02:45:00,30.31562,7.481668,7.259589,22.28279,73.56532,0.0
2016-10-04 02:50:00,,,,,,
2016-10-04 03:00:00,35.721,8.378413,7.78103,24.67008,81.53099,0.0
2016-10-04 03:10:00,,,,,,
2016-10-04 03:15:00,38.35049,7.629511,7.628904,20.17315,84.88693,0.0
2016-10-04 03:20:00,,,,,,
2016-10-04 03:30:00,35.99787,6.903123,7.537633,19.54984,75.39075,0.0
2016-10-04 03:40:00,,,,,,
2016-10-04 03:45:00,38.76936,7.348784,7.721583,21.50227,80.29453,0.0
2016-10-04 03:50:00,,,,,,
2016-10-04 04:00:00,37.8252,7.308926,7.409768,23.65674,82.33103,0.0
2016-10-04 22:00:00,29.10554,47.71518,8.491853,22.99465,116.8129,0.0
2016-10-04 22:10:00,,,,,,
2016-10-04 22:15:00,32.21844,45.92466,8.557177,23.63291,121.5721,0.0
2016-10-04 22:20:00,,,,,,
2016-10-04 22:30:00,33.92328,43.66479,8.881043,23.15509,115.6455,0.0
2016-10-04 22:40:00,,,,,,
2016-10-04 22:45:00,31.74388,39.64393,8.495225,24.75577,115.3642,0.0
2016-10-04 22:50:00,,,,,,
2016-10-04 23:00:00,32.84595,38.29295,8.217466,23.91127,109.7465,0.0
2016-10-04 23:10:00,,,,,,
2016-10-04 23:15:00,30.65533,39.85538,8.405438,23.28123,108.4934,0.0
2016-10-04 23:20:00,,,,,,
2016-10-04 23:30:00,30.65652,39.90917,8.595375,23.45659,109.5573,0.0
2016-10-04 23:40:00,,,,,,
2016-10-04 23:45:00,29.26927,41.04596,8.414099,22.12117,107.2662,0.0
2016-10-04 23:50:00,,,,,,
2016-10-05 00:00:00,39.11315,40.33999,8.7957,22.00407,116.4819,0.0
2016-10-05 00:10:00,,,,,,
2016-10-05 00:15:00,35.39201,38.65315,8.086802,24.03787,113.2594,0.0
2016-10-05 00:20:00,,,,,,
2016-10-05 00:30:00,36.07588,39.79131,8.652057,22.69434,113.6903,0.0
2016-10-05 00:40:00,,,,,,
2016-10-05 00:45:00,40.46489,17.95926,8.634711,20.39806,92.05023,0.0
2016-10-05 00:50:00,,,,,,
2016-10-05 01:00:00,31.75025,17.04077,8.445028,22.86386,85.26312,0.0
2016-10-05 01:10:00,,,,,,
2016-10-05 01:15:00,26.23772,19.20596,8.49751,24.58056,84.23083,0.0
2016-10-05 01:20:00,,,,,,
2016-10-05 01:30:00,26.24871,18.56905,8.427381,23.71837,82.69896,0.0
2016-10-05 01:40:00,,,,,,
2016-10-05 01:45:00,29.51113,17.17039,8.904779,20.66964,82.40234,0.0
2016-10-05 01:50:00,,,,,,
2016-10-05 02:00:00,27.51409,18.77332,8.413475,21.51702,85.97048,0.0
2016-10-05 02:10:00,,,,,,
2016-10-05 02:15:00,28.287,18.90501,8.870638,21.84694,83.80336,0.0
2016-10-05 02:20:00,,,,,,
2016-10-05 02:30:00,25.20994,17.64497,8.537985,21.37919,79.7688,0.0
2016-10-05 02:40:00,,,,,,
2016-10-05 02:45:00,29.73655,18.51737,8.386104,21.68972,88.17416,0.0
2016-10-05 02:50:00,,,,,,
2016-10-05 03:00:00,25.73729,17.46401,8.399486,18.99636,76.56846,0.0
2016-10-05 03:10:00,,,,,,
2016-10-05 03:15:00,26.90942,17.46615,8.488708,24.353,83.50588,0.0
2016-10-05 03:20:00,,,,,,
2016-10-05 03:30:00,31.83115,17.12405,8.43351,19.83717,87.28083,0.0
2016-10-05 03:40:00,,,,,,
2016-10-05 03:45:00,28.41264,18.68171,8.484112,23.08538,84.5482,0.0
2016-10-05 03:50:00,,,,,,
2016-10-05 04:00:00,25.52485,16.3657,8.814766,21.16234,77.48924,0.0
2016-10-05 22:00:00,26.99874,31.17421,8.056057,26.07579,106.3239,0.0
2016-10-05 22:10:00,,,,,,
2016-10-05 22:15:00,29.25608,26.79053,8.261307,24.92395,102.6891,0.0
2016-10-05 22:20:00,,,,,,
2016-10-05 22:30:00,36.39224,28.06828,8.483733,26.6673,113.8205,0.0
2016-10-05 22:40:00,,,,,,
2016-10-05 22:45:00,33.01934,26.19711,8.632384,26.47141,103.9233,0.0
2016-10-05 22:50:00,,,,,,
2016-10-05 23:00:00,32.92228,24.71832,8.582111,27.54184,100.2009,0.0
2016-10-05 23:10:00,,,,,,
2016-10-05 23:15:00,27.80653,27.37153,8.746161,26.33937,100.1137,0.0
2016-10-05 23:20:00,,,,,,
2016-10-05 23:30:00,30.16211,23.72607,7.838295,23.14729,92.29487,0.0
2016-10-05 23:40:00,,,,,,
2016-10-05 23:45:00,31.22187,24.43592,8.597003,22.13572,93.61988,0.0
2016-10-05 23:50:00,,,,,,
2016-10-06 00:00:00,28.03381,23.70047,8.151173,24.82415,91.98222,0.0
2016-10-06 00:10:00,,,,,,
2016-10-06 00:15:00,30.07511,24.30035,7.642952,22.49933,92.39937,0.0
2016-10-06 00:20:00,,,,,,
2016-10-06 00:30:00,30.23945,25.50567,7.86031,22.34156,92.24458,0.0
2016-10-06 00:40:00,,,,,,
2016-10-06 00:45:00,26.34739,10.9391,7.636502,22.24698,74.72028,0.0
2016-10-06 00:50:00,,,,,,
2016-10-06 01:00:00,28.89595,9.726259,8.126558,22.49634,75.283,0.0
2016-10-06 01:10:00,,,,,,
2016-10-06 01:15:00,28.62081,9.862802,7.753398,27.22797,78.75856,0.0
2016-10-06 01:20:00,,,,,,
2016-10-06 01:30:00,27.15385,11.08711,8.264705,23.96223,76.59606,0.0
2016-10-06 01:40:00,,,,,,
2016-10-06 01:45:00,27.80859,9.54058,8.078319,23.29147,74.20899,0.0
2016-10-06 01:50:00,,,,,,
2016-10-06 02:00:00,27.59953,11.22862,7.980352,24.55778,82.21268,0.0
2016-10-06 02:10:00,,,,,,
2016-10-06 02:15:00,28.5247,9.946999,8.215822,23.13751,77.56882,0.0
2016-10-06 02:20:00,,,,,,
2016-10-06 02:30:00,30.16766,9.644972,8.202044,21.88251,76.69868,0.0
2016-10-06 02:40:00,,,,,,
2016-10-06 02:45:00,33.88382,12.07666,8.321858,21.94022,86.62547,0.0
2016-10-06 02:50:00,,,,,,
2016-10-06 03:00:00,37.694,9.666626,7.904327,21.86686,83.06902,0.0
2016-10-06 03:10:00,,,,,,
2016-10-06 03:15:00,36.95842,11.52993,7.675467,24.52586,86.46281,0.0
2016-10-06 03:20:00,,,,,,
2016-10-06 03:30:00,37.21572,10.03795,7.945366,22.16442,87.05561,0.0
2016-10-06 03:40:00,,,,,,
2016-10-06 03:45:00,27.78875,10.93865,8.321124,24.85997,78.25558,0.0
2016-10-06 03:50:00,,,,,,
2016-10-06 04:00:00,26.28162,11.52966,8.394629,23.25533,74.81795,0.0
2016-10-06 22:00:00,26.52601,34.53748,8.085081,26.1709,104.1761,0.0
2016-10-06 22:10:00,,,,,,
2016-10-06 22:15:00,29.65616,34.33812,7.446093,27.71152,107.8336,0.0
2016-10-06 22:20:00,,,,,,
2016-10-06 22:30:00,29.8919,33.92768,7.392741,23.31694,103.3314,0.0
2016-10-06 22:40:00,,,,,,
2016-10-06 22:45:00,31.8644,35.04479,8.276932,27.57298,110.3677,0.0
2016-10-06 22:50:00,,,,,,
2016-10-06 23:00:00,30.65252,33.49113,7.743313,25.28141,105.4363,0.0
2016-10-06 23:10:00,,,,,,
2016-10-06 23:15:00,28.66757,36.13223,7.430265,22.72267,102.4491,0.0
2016-10-06 23:20:00,,,,,,
2016-10-06 23:30:00,27.1512,32.34365,7.386292,22.56755,99.90171,0.0
2016-10-06 23:40:00,,,,,,
2016-10-06 23:45:00,29.02077,34.68067,7.65518,24.67755,103.5237,0.0
2016-10-06 23:50:00,,,,,,
2016-10-07 00:00:00,30.19802,33.6508,7.618465,24.80869,105.8057,0.0
2016-10-07 00:10:00,,,,,,
2016-10-07 00:15:00,30.54909,33.40961,7.013679,26.06033,109.6721,0.0
2016-10-07 00:20:00,,,,,,
2016-10-07 00:30:00,25.74115,34.64805,7.746348,27.66031,103.9389,0.0
2016-10-07 00:40:00,,,,,,
2016-10-07 00:45:00,26.43634,20.8285,7.700697,21.36856,84.0907,0.0
2016-10-07 00:50:00,,,,,,
2016-10-07 01:00:00,26.42337,20.14085,7.875497,26.34973,90.10091,0.0
2016-10-07 01:10:00,,,,,,
2016-10-07 01:15:00,27.58599,19.37366,8.078749,27.08407,90.67035,0.0
2016-10-07 01:20:00,,,,,,
2016-10-07 01:30:00,26.9726,22.36467,8.135894,25.03232,94.98919,0.0
2016-10-07 01:40:00,,,,,,
2016-10-07 01:45:00,26.25825,20.55007,7.605774,21.65169,84.16039,0.0
2016-10-07 01:50:00,,,,,,
2016-10-07 02:00:00,27.45731,20.51244,8.312448,23.34047,87.56123,0.0
2016-10-07 02:10:00,,,,,,
2016-10-07 02:15:00,27.37357,10.96674,8.170053,22.40285,80.98843,0.0
2016-10-07 02:20:00,,,,,,
2016-10-07 02:30:00,24.91738,9.398556,8.256129,22.63321,72.51048,0.0
2016-10-07 02:40:00,,,,,,
2016-10-07 02:45:00,28.43707,9.249002,8.206766,24.002,77.28076,0.0
2016-10-07 02:50:00,,,,,,
2016-10-07 03:00:00,28.65833,9.492719,7.569416,26.65985,80.89415,0.0
2016-10-07 03:10:00,,,,,,
2016-10-07 03:15:00,28.02248,9.679358,7.462283,24.83352,78.14186,0.0
2016-10-07 03:20:00,,,,,,
2016-10-07 03:30:00,23.80987,9.024258,7.962029,23.21849,72.46612,0.0
2016-10-07 03:40:00,,,,,,
2016-10-07 03:45:00,25.44616,10.85979,7.715765,23.04077,75.31854,0.0
2016-10-07 03:50:00,,,,,,
2016-10-07 04:00:00,25.90309,10.83316,7.771215,26.77443,79.75333,0.0
2016-10-07 22:00:00,36.27726,31.1544,7.115541,23.15787,120.3109,0.0
2016-10-07 22:10:00,,,,,,
2016-10-07 22:15:00,37.48164,27.80312,7.397034,22.20148,130.6167,0.0
2016-10-07 22:20:00,,,,,,
2016-10-07 22:30:00,41.95378,29.67135,7.420704,23.77637,121.5864,0.0
2016-10-07 22:40:00,,,,,,
2016-10-07 22:45:00,41.29488,27.87698,7.215294,26.17603,124.8215,0.0
2016-10-07 22:50:00,,,,,,
2016-10-07 23:00:00,39.87434,24.29147,7.609249,23.45456,106.1588,0.0
2016-10-07 23:10:00,,,,,,
2016-10-07 23:15:00,36.11946,24.55851,7.754309,26.69309,103.861,0.0
2016-10-07 23:20:00,,,,,,
2016-10-07 23:30:00,33.85667,22.61363,7.580739,24.7712,96.13374,0.0
2016-10-07 23:40:00,,,,,,
2016-10-07 23:45:00,32.70753,23.4885,7.91469,21.35443,93.62218,0.0
2016-10-07 23:50:00,,,,,,
2016-10-08 00:00:00,30.8741,23.25358,7.222056,25.38543,96.47193,0.0
2016-10-08 00:10:00,,,,,,
2016-10-08 00:15:00,31.62621,22.81374,7.290046,22.2738,94.11507,0.0
2016-10-08 00:20:00,,,,,,
2016-10-08 00:30:00,30.02685,23.81832,7.485557,23.40302,93.23077,0.0
2016-10-08 00:40:00,,,,,,
2016-10-08 00:45:00,28.64027,8.853319,18.7752,22.11735,93.92159,0.0
2016-10-08 00:50:00,,,,,,
2016-10-08 01:00:00,40.92857,9.469624,20.10277,21.03994,98.9217,0.0
2016-10-08 01:10:00,,,,,,
2016-10-08 01:15:00,39.57907,8.271011,20.1241,25.40786,101.0476,0.0
2016-10-08 01:20:00,,,,,,
2016-10-08 01:30:00,40.85321,10.34371,21.15734,23.19698,102.3485,0.0
2016-10-08 01:40:00,,,,,,
2016-10-08 01:45:00,38.60559,10.228,6.924297,23.04849,86.21719,0.0
2016-10-08 01:50:00,,,,,,
2016-10-08 02:00:00,25.4705,9.001448,7.911335,22.39451,71.34217,0.0
2016-10-08 02:10:00,,,,,,
2016-10-08 02:15:00,28.87792,8.380109,7.49548,22.18242,74.04401,0.0
2016-10-08 02:20:00,,,,,,
2016-10-08 02:30:00,25.11446,10.17545,7.39915,21.23875,72.22243,0.0
2016-10-08 02:40:00,,,,,,
2016-10-08 02:45:00,29.39866,7.897378,7.043756,19.962,71.95358,0.0
2016-10-08 02:50:00,,,,,,
2016-10-08 03:00:00,30.44736,8.815989,7.352486,20.6333,75.86756,0.0
2016-10-08 03:10:00,,,,,,
2016-10-08 03:15:00,26.18706,9.469833,7.21306,20.97099,76.82104,0.0
2016-10-08 03:20:00,,,,,,
2016-10-08 03:30:00,27.93272,9.478434,7.439837,22.29481,74.36142,0.0
2016-10-08 03:40:00,,,,,,
2016-10-08 03:45:00,27.8981,8.761204,7.564406,22.21047,73.76678,0.0
2016-10-08 03:50:00,,,,,,
2016-10-08 04:00:00,24.36785,10.02145,6.992168,22.53605,71.52362,0.0
2016-10-08 22:00:00,37.08767,21.97769,7.264251,38.38446,192.1113,0.0
2016-10-08 22:10:00,,,,,,
2016-10-08 22:15:00,38.47964,22.92348,6.935536,38.22636,205.1898,0.0
2016-10-08 22:20:00,,,,,,
2016-10-08 22:30:00,42.61326,21.25083,7.38818,33.05127,196.0137,0.0
2016-10-08 22:40:00,,,,,,
2016-10-08 22:45:00,43.84421,22.64693,7.134825,34.4476,214.2346,0.0
2016-10-08 22:50:00,,,,,,
2016-10-08 23:00:00,39.39946,22.09377,7.596921,37.33504,207.3743,0.0
2016-10-08 23:10:00,,,,,,
2016-10-08 23:15:00,46.94064,22.75787,7.094173,31.90396,210.5615,0.0
2016-10-08 23:20:00,,,,,,
2016-10-08 23:30:00,63.80126,22.31809,7.455663,31.03277,224.5079,0.0
2016-10-08 23:40:00,,,,,,
2016-10-08 23:45:00,37.68764,23.60767,7.688959,30.55953,177.8225,0.0
2016-10-08 23:50:00,,,,,,
2016-10-09 00:00:00,36.01548,22.56875,7.921782,29.3734,174.839,0.0
2016-10-09 00:10:00,,,,,,
2016-10-09 00:15:00,34.5636,20.96534,7.178174,26.26853,148.7419,0.0
2016-10-09 00:20:00,,,,,,
2016-10-09 00:30:00,28.87924,21.45775,7.46348,28.84874,145.9234,0.0
2016-10-09 00:40:00,,,,,,
2016-10-09 00:45:00,29.00835,5.281002,7.448926,25.39583,121.9208,0.0
2016-10-09 00:50:00,,,,,,
2016-10-09 01:00:00,26.02306,5.926854,7.017111,24.64065,119.2609,0.0
2016-10-09 01:10:00,,,,,,
2016-10-09 01:15:00,25.40546,5.474826,7.363052,25.88544,76.02617,0.0
2016-10-09 01:20:00,,,,,,
2016-10-09 01:30:00,26.02846,7.039666,7.095126,22.73885,69.92361,0.0
2016-10-09 01:40:00,,,,,,
2016-10-09 01:45:00,35.80841,6.61539,7.315713,24.11215,81.85231,0.0
2016-10-09 01:50:00,,,,,,
2016-10-09 02:00:00,34.59262,5.7312,7.133644,19.10353,73.53628,0.0
2016-10-09 02:10:00,,,,,,
2016-10-09 02:15:00,36.60435,5.617601,8.25107,25.94998,86.53042,0.0
2016-10-09 02:20:00,,,,,,
2016-10-09 02:30:00,57.61057,5.366177,7.395575,21.43268,85.99862,0.0
2016-10-09 02:40:00,,,,,,
2016-10-09 02:45:00,28.87309,4.417135,7.208236,20.89,66.48679,0.0
2016-10-09 02:50:00,,,,,,
2016-10-09 03:00:00,27.46882,6.475658,7.163039,18.53021,68.15829,0.0
2016-10-09 03:10:00,,,,,,
2016-10-09 03:15:00,26.2396,6.900299,7.592426,21.27011,68.93251,0.0
2016-10-09 03:20:00,,,,,,
2016-10-09 03:30:00,26.39265,5.556534,7.011469,21.3385,66.94576,0.0
2016-10-09 03:40:00,,,,,,
2016-10-09 03:45:00,29.0606,5.419544,7.113997,20.38861,69.44892,0.0
2016-10-09 03:50:00,,,,,,
2016-10-09 04:00:00,24.8449,7.728759,7.244148,19.49137,69.33176,0.0
2016-10-09 22:00:00,28.3415,22.27897,7.345614,24.32724,90.74326,0.0
2016-10-09 22:10:00,,,,,,
2016-10-09 22:15:00,24.77795,22.29457,7.14238,19.92837,82.14936,0.0
2016-10-09 22:20:00,,,,,,
2016-10-09 22:30:00,43.22792,21.71886,7.338043,24.33648,107.8365,0.0
2016-10-09 22:40:00,,,,,,
2016-10-09 22:45:00,31.03592,23.57693,7.336701,28.59761,97.89957,0.0
2016-10-09 22:50:00,,,,,,
2016-10-09 23:00:00,32.54341,22.03877,7.467747,22.9781,90.19978,0.0
2016-10-09 23:10:00,,,,,,
2016-10-09 23:15:00,26.59049,23.02303,7.063808,22.29612,86.99735,0.0
2016-10-09 23:20:00,,,,,,
2016-10-09 23:30:00,31.30167,23.3086,7.382885,25.79362,98.80649,0.0
2016-10-09 23:40:00,,,,,,
2016-10-09 23:45:00,27.79223,23.43036,7.150441,21.54225,88.76933,0.0
2016-10-09 23:50:00,,,,,,
2016-10-10 00:00:00,26.62576,23.34328,7.083632,24.40781,89.6095,0.0
2016-10-10 00:10:00,,,,,,
2016-10-10 00:15:00,28.5471,22.49018,7.328825,23.30651,89.65341,0.0
2016-10-10 00:20:00,,,,,,
2016-10-10 00:30:00,36.74829,21.87666,7.140853,21.52711,93.97201,0.0
2016-10-10 00:40:00,,,,,,
2016-10-10 00:45:00,36.15789,8.191302,7.096222,19.93316,77.77027,0.0
2016-10-10 00:50:00,,,,,,
2016-10-10 01:00:00,33.99049,6.849376,7.321843,17.55238,72.08943,0.0
2016-10-10 01:10:00,,,,,,
2016-10-10 01:15:00,35.27539,7.490792,8.022877,20.98457,86.13203,0.0
2016-10-10 01:20:00,,,,,,
2016-10-10 01:30:00,35.24847,7.905819,7.207073,20.65745,77.60068,0.0
2016-10-10 01:40:00,,,,,,
2016-10-10 01:45:00,27.34005,9.423069,7.289969,23.36061,74.02924,0.0
2016-10-10 01:50:00,,,,,,
2016-10-10 02:00:00,26.73707,8.246854,7.622368,20.99492,70.74495,0.0
2016-10-10 02:10:00,,,,,,
2016-10-10 02:15:00,24.50564,7.371425,7.514655,18.62469,64.72854,0.0
2016-10-10 02:20:00,,,,,,
2016-10-10 02:30:00,28.86878,7.753946,7.107883,20.00734,71.36353,0.0
2016-10-10 02:40:00,,,,,,
2016-10-10 02:45:00,27.39318,8.444733,7.247117,19.06172,68.9073,0.0
2016-10-10 02:50:00,,,,,,
2016-10-10 03:00:00,26.00199,8.416704,7.76716,21.37263,70.57941,0.0
2016-10-10 03:10:00,,,,,,
2016-10-10 03:15:00,27.64082,6.886706,8.372924,18.10071,67.98646,0.0
2016-10-10 03:20:00,,,,,,
2016-10-10 03:30:00,29.45655,7.815452,7.228541,19.61208,71.11267,0.0
2016-10-10 03:40:00,,,,,,
2016-10-10 03:45:00,24.81088,8.059387,7.293764,20.14028,67.33701,0.0
2016-10-10 03:50:00,,,,,,
2016-10-10 04:00:00,26.49392,7.975225,7.173882,22.49394,71.09063,0.0
2016-10-10 22:00:00,34.05164,23.78653,8.239408,19.29719,92.26104,0.0
2016-10-10 22:10:00,,,,,,
2016-10-10 22:15:00,38.93788,24.47728,7.155079,22.03777,100.6002,0.0
2016-10-10 22:20:00,,,,,,
2016-10-10 22:30:00,40.24852,22.62485,7.262404,21.69308,98.53181,0.0
2016-10-10 22:40:00,,,,,,
2016-10-10 22:45:00,39.85044,22.90543,7.10242,18.93349,95.5042,0.0
2016-10-10 22:50:00,,,,,,
2016-10-10 23:00:00,38.17967,24.32245,7.75323,22.3779,100.2197,0.0
2016-10-10 23:10:00,,,,,,
2016-10-10 23:15:00,40.08875,24.74769,7.286326,21.629,104.7896,0.0
2016-10-10 23:20:00,,,,,,
2016-10-10 23:30:00,38.79035,23.52023,7.389943,20.90919,97.60041,0.0
2016-10-10 23:40:00,,,,,,
2016-10-10 23:45:00,27.92038,25.16242,6.853154,19.94741,87.89946,0.0
2016-10-10 23:50:00,,,,,,
2016-10-11 00:00:00,27.65215,24.06279,7.070234,21.73134,100.7632,0.0
2016-10-11 00:10:00,,,,,,
2016-10-11 00:15:00,28.05247,23.86181,7.548402,22.26429,88.46808,0.0
2016-10-11 00:20:00,,,,,,
2016-10-11 00:30:00,28.09926,23.4463,6.914464,19.62734,85.72886,0.0
2016-10-11 00:40:00,,,,,,
2016-10-11 00:45:00,28.1679,10.99755,6.907803,17.89604,71.23668,0.0
2016-10-11 00:50:00,,,,,,
2016-10-11 01:00:00,25.94935,8.986051,7.289026,19.33917,68.8867,0.0
2016-10-11 01:10:00,,,,,,
2016-10-11 01:15:00,29.26964,11.35647,7.671217,20.42478,75.58731,0.0
2016-10-11 01:20:00,,,,,,
2016-10-11 01:30:00,25.76309,11.34678,6.848583,18.70632,70.00703,0.0
2016-10-11 01:40:00,,,,,,
2016-10-11 01:45:00,27.54489,9.415277,7.184187,22.59932,73.52708,0.0
2016-10-11 01:50:00,,,,,,
2016-10-11 02:00:00,26.31331,10.57717,7.435486,19.18989,70.51073,0.0
2016-10-11 02:10:00,,,,,,
2016-10-11 02:15:00,66.35662,10.39137,7.723033,19.14954,109.644,0.0
2016-10-11 02:20:00,,,,,,
2016-10-11 02:30:00,70.95636,9.906312,7.287187,20.05246,113.2831,0.0
2016-10-11 02:40:00,,,,,,
2016-10-11 02:45:00,60.34933,9.179114,7.356096,20.40262,102.6405,0.0
2016-10-11 02:50:00,,,,,,
2016-10-11 03:00:00,49.94842,11.53175,7.189541,19.4573,93.60168,0.0
2016-10-11 03:10:00,,,,,,
2016-10-11 03:15:00,49.17069,10.01884,7.612184,19.24676,92.48862,0.0
2016-10-11 03:20:00,,,,,,
2016-10-11 03:30:00,52.86966,11.05432,7.480514,19.42727,96.70652,0.0
2016-10-11 03:40:00,,,,,,
2016-10-11 03:45:00,56.25224,9.682023,6.903553,22.30576,100.803,0.0
2016-10-11 03:50:00,,,,,,
2016-10-11 04:00:00,49.98262,10.06917,7.535272,20.62287,94.42672,0.0
2016-10-11 22:00:00,26.11676,29.33354,7.534547,24.01177,103.6209,0.0
2016-10-11 22:10:00,,,,,,
2016-10-11 22:15:00,30.52303,28.54818,8.348419,24.30283,99.27897,0.0
2016-10-11 22:20:00,,,,,,
2016-10-11 22:30:00,31.05277,22.36772,7.8566,21.07675,89.27594,0.0
2016-10-11 22:40:00,,,,,,
2016-10-11 22:45:00,29.57737,22.00814,7.76527,22.49265,89.98863,0.0
2016-10-11 22:50:00,,,,,,
2016-10-11 23:00:00,27.04444,23.44146,7.602326,21.54534,91.33214,0.0
2016-10-11 23:10:00,,,,,,
2016-10-11 23:15:00,29.09981,21.52227,8.333445,18.45779,84.63611,0.0
2016-10-11 23:20:00,,,,,,
2016-10-11 23:30:00,27.35797,22.8901,7.668097,22.5725,88.54243,0.0
2016-10-11 23:40:00,,,,,,
2016-10-11 23:45:00,26.81538,24.95571,7.539969,20.05562,91.2888,0.0
2016-10-11 23:50:00,,,,,,
2016-10-12 00:00:00,31.32236,21.94574,7.486425,21.88531,90.13651,0.0
2016-10-12 00:10:00,,,,,,
2016-10-12 00:15:00,27.97095,21.77819,8.148609,19.62782,84.43294,0.0
2016-10-12 00:20:00,,,,,,
2016-10-12 00:30:00,27.38831,21.60228,7.712561,19.32015,87.44416,0.0
2016-10-12 00:40:00,,,,,,
2016-10-12 00:45:00,26.34314,9.183694,7.432155,19.37589,69.12235,0.0
2016-10-12 00:50:00,,,,,,
2016-10-12 01:00:00,26.70264,8.067247,7.394218,20.39148,69.30009,0.0
2016-10-12 01:10:00,,,,,,
2016-10-12 01:15:00,32.55034,7.693015,7.463768,20.32256,74.33958,0.0
2016-10-12 01:20:00,,,,,,
2016-10-12 01:30:00,35.66108,8.882999,7.910929,22.56642,82.39131,0.0
2016-10-12 01:40:00,,,,,,
2016-10-12 01:45:00,35.76344,8.092636,7.819818,18.51665,76.64013,0.0
2016-10-12 01:50:00,,,,,,
2016-10-12 02:00:00,33.73241,9.191216,7.215252,20.95026,77.60823,0.0
2016-10-12 02:10:00,,,,,,
2016-10-12 02:15:00,33.98557,8.494584,7.469484,18.21446,74.75462,0.0
2016-10-12 02:20:00,,,,,,
2016-10-12 02:30:00,28.91037,7.155779,7.856896,21.75287,71.78049,0.0
2016-10-12 02:40:00,,,,,,
2016-10-12 02:45:00,24.76849,8.027033,7.283916,18.75611,65.9181,0.0
2016-10-12 02:50:00,,,,,,
2016-10-12 03:00:00,26.34923,8.647706,7.457747,20.7905,73.41879,0.0
