,HS DE Kitchen-Emergency (kW),HS DG Gym (kW),HS Plugload DBH (kW),HS DL Lighting (kW),HS MSWB (kW),HS M1 Chillers (kW)
2016-10-12 03:10:00,,,,,,
2016-10-12 03:15:00,26.78865,8.122772,7.473346,19.9135,69.08592,0.0
2016-10-12 03:20:00,,,,,,
2016-10-12 03:30:00,29.59193,7.190427,7.895288,18.18598,69.50136,0.0
2016-10-12 03:40:00,,,,,,
2016-10-12 03:45:00,28.83124,10.22046,7.356964,21.85552,77.82247,0.0
2016-10-12 03:50:00,,,,,,
2016-10-12 04:00:00,25.20301,8.002039,7.840157,19.20813,67.52003,0.0
2016-10-12 22:00:00,25.08425,22.40472,7.293764,22.56499,88.96612,0.0
2016-10-12 22:10:00,,,,,,
2016-10-12 22:15:00,24.663,25.02548,6.908208,19.87777,84.45023,0.0
2016-10-12 22:20:00,,,,,,
2016-10-12 22:30:00,40.50396,22.97721,7.063277,23.51385,93.50999,0.0
2016-10-12 22:40:00,,,,,,
2016-10-12 22:45:00,31.97268,23.32517,8.276121,19.74352,121.2775,0.0
2016-10-12 22:50:00,,,,,,
2016-10-12 23:00:00,39.97187,22.38085,7.44374,22.47413,99.74049,0.0
2016-10-12 23:10:00,,,,,,
2016-10-12 23:15:00,33.43145,23.71539,7.078278,20.04902,91.81326,0.0
2016-10-12 23:20:00,,,,,,
2016-10-12 23:30:00,57.34642,23.73178,7.227538,22.33406,102.2375,0.0
2016-10-12 23:40:00,,,,,,
2016-10-12 23:45:00,39.48147,23.48678,8.031578,19.11905,97.46956,0.0
2016-10-12 23:50:00,,,,,,
2016-10-13 00:00:00,34.61824,22.69773,7.345016,21.43951,93.12103,0.0
2016-10-13 00:10:00,,,,,,
2016-10-13 00:15:00,33.71276,24.43135,7.169869,20.29922,96.841,0.0
2016-10-13 00:20:00,,,,,,
2016-10-13 00:30:00,36.985,23.13364,7.432913,20.14012,95.18961,0.0
2016-10-13 00:40:00,,,,,,
2016-10-13 00:45:00,35.02259,9.012663,7.422643,18.75896,76.6545,0.0
2016-10-13 00:50:00,,,,,,
2016-10-13 01:00:00,35.04858,9.50293,7.61538,20.16207,83.20622,0.0
2016-10-13 01:10:00,,,,,,
2016-10-13 01:15:00,33.4543,8.573941,7.237386,18.96047,74.97796,0.0
2016-10-13 01:20:00,,,,,,
2016-10-13 01:30:00,36.01235,10.50902,7.681993,20.40111,81.12344,0.0
2016-10-13 01:40:00,,,,,,
2016-10-13 01:45:00,26.92777,8.272674,7.613861,21.49481,70.83672,0.0
2016-10-13 01:50:00,,,,,,
2016-10-13 02:00:00,24.09538,9.58103,7.326582,20.48602,68.63962,0.0
2016-10-13 02:10:00,,,,,,
2016-10-13 02:15:00,27.04224,10.95117,7.43492,21.58717,73.8438,0.0
2016-10-13 02:20:00,,,,,,
2016-10-13 02:30:00,26.11844,8.906777,7.352377,18.92414,70.01411,0.0
2016-10-13 02:40:00,,,,,,
2016-10-13 02:45:00,24.94643,8.504442,7.793215,21.00776,68.54653,0.0
2016-10-13 02:50:00,,,,,,
2016-10-13 03:00:00,25.45052,9.404146,7.166033,20.43768,68.64355,0.0
2016-10-13 03:10:00,,,,,,
2016-10-13 03:15:00,27.7129,8.868757,7.598186,18.68548,70.13713,0.0
2016-10-13 03:20:00,,,,,,
2016-10-13 03:30:00,28.89554,9.323382,7.56777,20.21736,72.64591,0.0
2016-10-13 03:40:00,,,,,,
2016-10-13 03:45:00,23.8705,9.151305,7.153477,18.25972,65.32079,0.0
2016-10-13 03:50:00,,,,,,
2016-10-13 04:00:00,24.9544,8.904021,7.551455,21.29877,72.63777,0.0
2016-10-13 22:00:00,28.62498,20.13628,7.255077,24.39104,91.31129,0.0
2016-10-13 22:10:00,,,,,,
2016-10-13 22:15:00,29.06076,18.46264,6.899641,22.46679,84.89655,0.0
2016-10-13 22:20:00,,,,,,
2016-10-13 22:30:00,31.60215,20.80265,6.771293,23.08619,89.58592,0.0
2016-10-13 22:40:00,,,,,,
2016-10-13 22:45:00,30.96237,20.45838,7.57138,24.20655,91.3782,0.0
2016-10-13 22:50:00,,,,,,
2016-10-13 23:00:00,29.37058,19.66152,7.907742,22.51813,86.75303,0.0
2016-10-13 23:10:00,,,,,,
2016-10-13 23:15:00,31.00407,18.90445,6.629446,24.42882,88.76034,0.0
2016-10-13 23:20:00,,,,,,
2016-10-13 23:30:00,34.03368,18.43797,7.684886,22.65596,94.34911,0.0
2016-10-13 23:40:00,,,,,,
2016-10-13 23:45:00,29.30574,21.85379,7.875607,24.11145,90.25587,0.0
2016-10-13 23:50:00,,,,,,
2016-10-14 00:00:00,29.05914,22.83184,7.361669,23.43448,89.68855,0.0
2016-10-14 00:10:00,,,,,,
2016-10-14 00:15:00,29.01786,21.15485,7.227124,27.7243,93.63929,0.0
2016-10-14 00:20:00,,,,,,
2016-10-14 00:30:00,30.03124,23.00522,7.447805,23.04223,90.84297,0.0
2016-10-14 00:40:00,,,,,,
2016-10-14 00:45:00,27.08906,9.522063,7.301783,23.13671,73.74091,0.0
2016-10-14 00:50:00,,,,,,
2016-10-14 01:00:00,26.33863,7.081011,6.744091,21.66219,68.53768,0.0
2016-10-14 01:10:00,,,,,,
2016-10-14 01:15:00,27.54757,7.822871,7.126604,22.62339,71.86202,0.0
2016-10-14 01:20:00,,,,,,
2016-10-14 01:30:00,28.01954,8.339768,7.473405,28.75723,78.42267,0.0
2016-10-14 01:40:00,,,,,,
2016-10-14 01:45:00,27.42133,7.352714,7.047002,21.89213,70.89447,0.0
2016-10-14 01:50:00,,,,,,
2016-10-14 02:00:00,25.78769,8.164462,7.037972,21.97143,69.85227,0.0
2016-10-14 02:10:00,,,,,,
2016-10-14 02:15:00,26.00525,8.335392,7.240506,26.07092,78.81233,0.0
2016-10-14 02:20:00,,,,,,
2016-10-14 02:30:00,25.6042,8.749821,6.894311,23.40036,71.37148,0.0
2016-10-14 02:40:00,,,,,,
2016-10-14 02:45:00,30.17102,9.013287,7.265854,24.41184,79.97092,0.0
2016-10-14 02:50:00,,,,,,
2016-10-14 03:00:00,29.27518,8.148559,6.917669,24.05463,79.58399,0.0
2016-10-14 03:10:00,,,,,,
2016-10-14 03:15:00,29.30595,8.144258,6.993804,25.03928,75.92606,0.0
2016-10-14 03:20:00,,,,,,
2016-10-14 03:30:00,27.64217,6.978111,6.789903,22.4325,70.31992,0.0
2016-10-14 03:40:00,,,,,,
2016-10-14 03:45:00,26.63196,7.818369,7.808747,23.80424,76.67137,0.0
2016-10-14 03:50:00,,,,,,
2016-10-14 04:00:00,24.46963,8.154621,7.001933,20.68225,67.30949,0.0
2016-10-14 22:00:00,27.50871,34.64885,7.398754,23.82663,154.8026,0.0
2016-10-14 22:10:00,,,,,,
2016-10-14 22:15:00,30.09615,35.33509,7.565368,24.44386,156.8226,0.0
2016-10-14 22:20:00,,,,,,
2016-10-14 22:30:00,31.65367,36.7635,7.529303,22.43625,158.8492,0.0
2016-10-14 22:40:00,,,,,,
2016-10-14 22:45:00,33.94278,41.61563,7.332578,21.38503,149.3257,0.0
2016-10-14 22:50:00,,,,,,
2016-10-14 23:00:00,32.34417,41.14143,7.209804,23.37072,144.4339,0.0
2016-10-14 23:10:00,,,,,,
2016-10-14 23:15:00,32.9792,38.21447,7.38877,24.7008,138.8797,0.0
2016-10-14 23:20:00,,,,,,
2016-10-14 23:30:00,31.35299,39.04419,7.870699,22.04674,132.7499,0.0
2016-10-14 23:40:00,,,,,,
2016-10-14 23:45:00,38.30896,34.64966,7.536377,23.64608,140.2919,0.0
2016-10-14 23:50:00,,,,,,
2016-10-15 00:00:00,38.62238,36.90257,7.372766,20.90809,137.602,0.0
2016-10-15 00:10:00,,,,,,
2016-10-15 00:15:00,37.98302,38.70646,7.639183,24.72535,138.6626,0.0
2016-10-15 00:20:00,,,,,,
2016-10-15 00:30:00,36.71053,36.19047,7.566176,21.94101,134.9737,0.0
2016-10-15 00:40:00,,,,,,
2016-10-15 00:45:00,39.66499,21.98628,7.49188,20.81232,118.7345,0.0
2016-10-15 00:50:00,,,,,,
2016-10-15 01:00:00,36.03033,22.49683,7.376577,19.61269,114.6429,0.0
2016-10-15 01:10:00,,,,,,
2016-10-15 01:15:00,34.34285,20.6498,7.201869,20.28396,112.486,0.0
2016-10-15 01:20:00,,,,,,
2016-10-15 01:30:00,27.12138,21.36683,7.428444,20.9507,110.9971,0.0
2016-10-15 01:40:00,,,,,,
2016-10-15 01:45:00,28.36554,21.09827,7.584787,22.42527,108.8879,0.0
2016-10-15 01:50:00,,,,,,
2016-10-15 02:00:00,26.99276,20.63068,7.086668,20.27136,104.3981,0.0
2016-10-15 02:10:00,,,,,,
2016-10-15 02:15:00,25.34357,22.42868,7.235961,20.83383,109.8399,0.0
2016-10-15 02:20:00,,,,,,
2016-10-15 02:30:00,26.33409,20.99705,7.765743,19.06047,103.2406,0.0
2016-10-15 02:40:00,,,,,,
2016-10-15 02:45:00,23.9631,22.60692,7.024658,17.5726,98.49892,0.0
2016-10-15 02:50:00,,,,,,
2016-10-15 03:00:00,24.57408,22.44938,7.825738,18.18742,102.4031,0.0
2016-10-15 03:10:00,,,,,,
2016-10-15 03:15:00,27.01328,20.88265,7.328429,20.60275,104.0321,0.0
2016-10-15 03:20:00,,,,,,
2016-10-15 03:30:00,32.78328,18.35709,7.511157,20.49678,108.7511,0.0
2016-10-15 03:40:00,,,,,,
2016-10-15 03:45:00,35.87664,20.33876,7.164473,19.11994,111.1393,0.0
2016-10-15 03:50:00,,,,,,
2016-10-15 04:00:00,35.89234,21.76403,7.988506,20.50783,119.635,0.0
2016-10-15 22:00:00,32.31559,22.60422,6.87152,20.0975,112.1888,0.0
2016-10-15 22:10:00,,,,,,
2016-10-15 22:15:00,34.52055,21.69143,7.160391,23.91413,121.4729,0.0
2016-10-15 22:20:00,,,,,,
2016-10-15 22:30:00,41.48775,22.86196,7.678123,21.33702,125.8748,0.0
2016-10-15 22:40:00,,,,,,
2016-10-15 22:45:00,30.462,23.79558,7.318758,19.11024,111.4757,0.0
2016-10-15 22:50:00,,,,,,
2016-10-15 23:00:00,30.65812,22.52745,7.085842,20.14404,116.9365,7.623077
2016-10-15 23:10:00,,,,,,
2016-10-15 23:15:00,24.68674,22.78467,7.312889,21.71433,106.7008,0.0
2016-10-15 23:20:00,,,,,,
2016-10-15 23:30:00,27.65677,23.68466,7.059558,18.22249,106.8512,0.0
2016-10-15 23:40:00,,,,,,
2016-10-15 23:45:00,31.54235,22.0076,8.181832,21.50924,113.495,0.0
2016-10-15 23:50:00,,,,,,
2016-10-16 00:00:00,31.00111,23.15599,7.245119,20.08362,110.575,0.0
2016-10-16 00:10:00,,,,,,
2016-10-16 00:15:00,27.16116,21.83197,7.176353,21.26036,107.4792,0.0
2016-10-16 00:20:00,,,,,,
2016-10-16 00:30:00,26.49594,22.91418,7.214248,18.85927,106.2386,0.0
2016-10-16 00:40:00,,,,,,
2016-10-16 00:45:00,29.13569,10.05375,8.079431,16.69718,94.08854,0.0
2016-10-16 00:50:00,,,,,,
2016-10-16 01:00:00,25.40502,8.809486,7.948335,19.06269,90.98457,0.0
2016-10-16 01:10:00,,,,,,
2016-10-16 01:15:00,42.7278,9.031483,7.179642,21.56407,104.7853,0.0
2016-10-16 01:20:00,,,,,,
2016-10-16 01:30:00,38.38025,8.036401,7.668232,20.7461,108.2627,0.0
2016-10-16 01:40:00,,,,,,
2016-10-16 01:45:00,40.12071,8.973555,7.493019,21.14675,107.4216,0.0
2016-10-16 01:50:00,,,,,,
2016-10-16 02:00:00,26.01967,9.798447,7.230455,20.9723,93.48785,0.0
2016-10-16 02:10:00,,,,,,
2016-10-16 02:15:00,27.70923,9.300438,7.548478,22.05775,95.9303,0.0
2016-10-16 02:20:00,,,,,,
2016-10-16 02:30:00,27.0472,9.415943,7.480243,17.20237,91.19466,0.0
2016-10-16 02:40:00,,,,,,
2016-10-16 02:45:00,24.49769,11.67175,7.205386,19.47417,91.96152,0.0
2016-10-16 02:50:00,,,,,,
2016-10-16 03:00:00,26.81486,9.776052,7.564237,25.46914,98.63187,0.0
2016-10-16 03:10:00,,,,,,
2016-10-16 03:15:00,30.14011,8.711411,6.830353,20.11786,94.91216,0.0
2016-10-16 03:20:00,,,,,,
2016-10-16 03:30:00,27.19371,10.87903,8.130624,17.81997,93.60551,0.0
2016-10-16 03:40:00,,,,,,
2016-10-16 03:45:00,28.25438,8.648659,8.180408,21.64836,100.697,0.0
2016-10-16 03:50:00,,,,,,
2016-10-16 04:00:00,25.16278,10.37165,7.191194,20.42686,92.44024,0.0
2016-10-16 22:00:00,28.82146,20.13156,7.312433,24.51339,110.1073,0.0
2016-10-16 22:10:00,,,,,,
2016-10-16 22:15:00,26.48444,19.14585,7.099535,23.19957,106.3387,0.0
2016-10-16 22:20:00,,,,,,
2016-10-16 22:30:00,32.55666,19.96417,7.196574,25.16045,117.7942,0.0
2016-10-16 22:40:00,,,,,,
2016-10-16 22:45:00,32.84859,21.61261,7.94175,24.38611,115.13,0.0
2016-10-16 22:50:00,,,,,,
2016-10-16 23:00:00,33.62757,19.33503,7.263856,21.25924,111.6953,0.0
2016-10-16 23:10:00,,,,,,
2016-10-16 23:15:00,27.29382,20.99597,8.047616,24.99612,109.0385,0.0
2016-10-16 23:20:00,,,,,,
2016-10-16 23:30:00,36.22189,19.94251,7.406301,25.42053,119.0703,0.0
2016-10-16 23:40:00,,,,,,
2016-10-16 23:45:00,38.03714,20.11291,7.82535,23.05539,118.6999,0.0
2016-10-16 23:50:00,,,,,,
2016-10-17 00:00:00,37.3638,19.50734,7.573816,25.81703,120.3905,0.0
2016-10-17 00:10:00,,,,,,
2016-10-17 00:15:00,39.82777,20.7973,7.356003,19.63193,117.018,0.0
2016-10-17 00:20:00,,,,,,
2016-10-17 00:30:00,38.20062,20.17226,7.389934,20.76232,115.6783,0.0
2016-10-17 00:40:00,,,,,,
2016-10-17 00:45:00,36.07623,7.078236,7.030282,18.79463,97.96918,0.0
2016-10-17 00:50:00,,,,,,
2016-10-17 01:00:00,37.81978,5.249752,7.661866,18.08422,97.98826,0.0
2016-10-17 01:10:00,,,,,,
2016-10-17 01:15:00,36.84163,5.701249,7.309144,21.02238,95.23814,0.0
2016-10-17 01:20:00,,,,,,
2016-10-17 01:30:00,23.50155,4.992214,7.409961,21.10584,90.31388,0.0
2016-10-17 01:40:00,,,,,,
2016-10-17 01:45:00,28.2096,7.258812,7.309339,22.71459,108.5194,0.0
2016-10-17 01:50:00,,,,,,
2016-10-17 02:00:00,28.42918,6.738855,7.098423,22.91446,109.5863,0.0
2016-10-17 02:10:00,,,,,,
2016-10-17 02:15:00,29.1741,5.599894,7.632766,23.31948,108.9695,0.0
2016-10-17 02:20:00,,,,,,
2016-10-17 02:30:00,27.95792,6.986063,7.249621,22.18543,107.294,0.0
2016-10-17 02:40:00,,,,,,
2016-10-17 02:45:00,26.24935,6.496503,7.760658,19.70457,89.90784,0.0
2016-10-17 02:50:00,,,,,,
2016-10-17 03:00:00,26.00942,5.26558,7.866112,19.96904,94.82233,0.0
2016-10-17 03:10:00,,,,,,
2016-10-17 03:15:00,25.44653,7.225531,7.681986,21.46422,98.01047,0.0
2016-10-17 03:20:00,,,,,,
2016-10-17 03:30:00,30.34939,5.440583,7.540653,22.89868,114.4167,0.0
2016-10-17 03:40:00,,,,,,
2016-10-17 03:45:00,26.69192,6.495222,7.481668,20.40733,118.6872,0.0
2016-10-17 03:50:00,,,,,,
2016-10-17 04:00:00,28.72655,6.249851,8.058115,21.30718,98.89967,7.265398
2016-10-17 22:00:00,30.73107,32.92173,8.089281,24.61471,126.5936,0.0
2016-10-17 22:10:00,,,,,,
2016-10-17 22:15:00,27.75311,36.35326,7.540905,22.13894,124.1989,0.0
2016-10-17 22:20:00,,,,,,
2016-10-17 22:30:00,34.7863,34.3805,8.035002,25.61491,133.7793,0.0
2016-10-17 22:40:00,,,,,,
2016-10-17 22:45:00,34.99685,32.03986,7.601989,25.6013,130.6358,0.0
2016-10-17 22:50:00,,,,,,
2016-10-17 23:00:00,28.74936,32.75905,7.485101,28.54237,127.3795,0.0
2016-10-17 23:10:00,,,,,,
2016-10-17 23:15:00,33.28059,35.13751,7.432036,22.95716,126.6372,0.0
2016-10-17 23:20:00,,,,,,
2016-10-17 23:30:00,30.74497,32.40677,7.850841,25.41339,126.0977,0.0
2016-10-17 23:40:00,,,,,,
2016-10-17 23:45:00,29.56816,33.59052,7.616383,24.67298,125.9025,0.0
2016-10-17 23:50:00,,,,,,
2016-10-18 00:00:00,33.72997,29.74265,7.291969,25.95535,129.049,0.0
2016-10-18 00:10:00,,,,,,
2016-10-18 00:15:00,28.62457,30.48427,7.601541,25.33649,121.6365,0.0
2016-10-18 00:20:00,,,,,,
2016-10-18 00:30:00,27.96911,31.95193,7.549244,27.63904,122.7634,0.0
2016-10-18 00:40:00,,,,,,
2016-10-18 00:45:00,33.20984,15.84537,8.012471,21.77166,109.6525,0.0
2016-10-18 00:50:00,,,,,,
2016-10-18 01:00:00,25.91067,15.62169,7.76092,23.20256,101.1554,0.0
2016-10-18 01:10:00,,,,,,
2016-10-18 01:15:00,28.70934,15.46873,7.134623,25.46421,104.5199,0.0
2016-10-18 01:20:00,,,,,,
2016-10-18 01:30:00,27.2541,17.47276,7.6577,21.6862,99.87535,0.0
2016-10-18 01:40:00,,,,,,
2016-10-18 01:45:00,30.28623,15.70293,7.323952,24.31715,108.641,0.0
2016-10-18 01:50:00,,,,,,
2016-10-18 02:00:00,27.00239,14.72696,7.084627,24.45669,101.1409,0.0
2016-10-18 02:10:00,,,,,,
2016-10-18 02:15:00,26.72373,18.55129,6.913874,22.5357,102.2878,0.0
2016-10-18 02:20:00,,,,,,
2016-10-18 02:30:00,26.59468,15.13149,7.3053,23.59846,102.3223,0.0
2016-10-18 02:40:00,,,,,,
2016-10-18 02:45:00,30.48278,6.463263,7.912025,23.05776,96.94657,0.0
2016-10-18 02:50:00,,,,,,
2016-10-18 03:00:00,23.13072,6.887743,6.974392,19.67566,90.30226,0.0
2016-10-18 03:10:00,,,,,,
2016-10-18 03:15:00,26.83662,7.732823,7.284042,25.70815,97.1,0.0
2016-10-18 03:20:00,,,,,,
2016-10-18 03:30:00,28.91106,7.048352,7.484443,21.0532,93.72066,0.0
2016-10-18 03:40:00,,,,,,
2016-10-18 03:45:00,25.14628,6.776378,6.78987,23.71623,91.53883,0.0
2016-10-18 03:50:00,,,,,,
2016-10-18 04:00:00,25.73733,7.015635,7.264774,25.22851,94.32407,0.0
2016-10-18 22:00:00,38.1032,33.36874,7.829035,26.81841,156.9413,0.0
2016-10-18 22:10:00,,,,,,
2016-10-18 22:15:00,29.13165,27.09259,7.46531,27.62508,173.8303,0.0
2016-10-18 22:20:00,,,,,,
2016-10-18 22:30:00,38.80836,22.36849,6.876924,26.40757,147.2091,0.0
2016-10-18 22:40:00,,,,,,
2016-10-18 22:45:00,39.12938,21.4052,7.692315,25.17539,154.0111,0.0
2016-10-18 22:50:00,,,,,,
2016-10-18 23:00:00,41.98302,23.80659,7.331212,25.66434,180.4216,0.0
2016-10-18 23:10:00,,,,,,
2016-10-18 23:15:00,36.89095,21.77716,7.441143,27.27958,162.1656,0.0
2016-10-18 23:20:00,,,,,,
2016-10-18 23:30:00,38.65234,20.05429,7.393189,27.17295,161.579,0.0
2016-10-18 23:40:00,,,,,,
2016-10-18 23:45:00,39.49578,22.40262,7.570612,26.24083,163.5756,0.0
2016-10-18 23:50:00,,,,,,
2016-10-19 00:00:00,37.00109,20.90749,7.105464,22.96803,157.8623,0.0
2016-10-19 00:10:00,,,,,,
2016-10-19 00:15:00,37.43977,20.95986,7.015517,28.38218,167.2055,0.0
2016-10-19 00:20:00,,,,,,
2016-10-19 00:30:00,35.62923,22.24139,7.216879,24.92866,152.5594,0.0
2016-10-19 00:40:00,,,,,,
2016-10-19 00:45:00,34.60248,6.439366,7.142068,25.63448,126.2591,0.0
2016-10-19 00:50:00,,,,,,
2016-10-19 01:00:00,38.57757,5.824857,7.049356,21.97745,126.1979,0.0
2016-10-19 01:10:00,,,,,,
2016-10-19 01:15:00,34.66451,8.159883,7.351853,26.25923,134.0967,0.0
2016-10-19 01:20:00,,,,,,
2016-10-19 01:30:00,37.05431,6.453608,6.980996,23.56828,127.2816,0.0
2016-10-19 01:40:00,,,,,,
2016-10-19 01:45:00,33.29669,5.657106,6.958481,27.5675,126.7332,0.0
2016-10-19 01:50:00,,,,,,
2016-10-19 02:00:00,37.47106,8.093547,7.200369,24.91195,130.3523,0.0
2016-10-19 02:10:00,,,,,,
2016-10-19 02:15:00,33.52196,7.33085,7.99542,22.82527,124.323,0.0
2016-10-19 02:20:00,,,,,,
2016-10-19 02:30:00,36.7102,6.570497,6.876933,30.49801,132.413,0.0
2016-10-19 02:40:00,,,,,,
2016-10-19 02:45:00,33.78408,7.314171,7.209088,29.21528,131.3305,0.0
2016-10-19 02:50:00,,,,,,
2016-10-19 03:00:00,37.04839,6.32279,7.14281,23.64061,126.1396,0.0
2016-10-19 03:10:00,,,,,,
2016-10-19 03:15:00,33.56335,5.645487,7.45821,23.67203,122.8151,0.0
2016-10-19 03:20:00,,,,,,
2016-10-19 03:30:00,31.34852,7.327384,7.329854,26.25111,131.1062,0.0
2016-10-19 03:40:00,,,,,,
2016-10-19 03:45:00,36.00405,6.793065,7.023569,22.82853,125.0506,0.0
2016-10-19 03:50:00,,,,,,
2016-10-19 04:00:00,34.90257,6.425057,6.87851,22.42926,122.6047,0.0
2016-10-19 22:00:00,30.39377,31.26732,7.920256,26.28686,134.4346,0.0
2016-10-19 22:10:00,,,,,,
2016-10-19 22:15:00,32.19223,25.95028,8.546417,25.78903,129.9701,0.0
2016-10-19 22:20:00,,,,,,
2016-10-19 22:30:00,34.51032,27.34015,8.127908,28.45841,138.5491,0.0
2016-10-19 22:40:00,,,,,,
2016-10-19 22:45:00,33.84929,26.15037,7.502159,28.48784,131.1114,0.0
2016-10-19 22:50:00,,,,,,
2016-10-19 23:00:00,28.45077,25.9099,7.947002,25.75545,124.8828,0.0
2016-10-19 23:10:00,,,,,,
2016-10-19 23:15:00,30.68514,24.98618,8.552869,25.90007,121.9085,0.0
2016-10-19 23:20:00,,,,,,
2016-10-19 23:30:00,36.83131,24.05951,7.802187,26.71485,125.0767,0.0
2016-10-19 23:40:00,,,,,,
2016-10-19 23:45:00,39.41117,23.71602,7.736348,26.41344,126.5603,0.0
2016-10-19 23:50:00,,,,,,
2016-10-20 00:00:00,37.06183,24.05256,8.480512,25.40619,123.3562,0.0
2016-10-20 00:10:00,,,,,,
2016-10-20 00:15:00,37.3544,23.22142,8.98428,23.99833,123.4205,0.0
2016-10-20 00:20:00,,,,,,
2016-10-20 00:30:00,40.63724,23.92157,8.076369,24.50549,127.5385,0.0
2016-10-20 00:40:00,,,,,,
2016-10-20 00:45:00,27.45303,9.551897,8.719599,24.76295,99.26294,0.0
2016-10-20 00:50:00,,,,,,
2016-10-20 01:00:00,27.88826,11.30521,7.796082,22.33848,97.69684,0.0
2016-10-20 01:10:00,,,,,,
2016-10-20 01:15:00,26.50348,11.22385,8.454481,25.01157,99.95718,0.0
2016-10-20 01:20:00,,,,,,
2016-10-20 01:30:00,27.90722,9.508993,8.268525,25.26024,102.0794,0.0
2016-10-20 01:40:00,,,,,,
2016-10-20 01:45:00,25.02491,9.236876,8.426291,22.71717,95.01196,0.0
2016-10-20 01:50:00,,,,,,
2016-10-20 02:00:00,25.19125,9.758924,8.180718,25.81484,98.22823,0.0
2016-10-20 02:10:00,,,,,,
2016-10-20 02:15:00,27.34706,8.778102,8.048915,27.50111,100.8122,0.0
2016-10-20 02:20:00,,,,,,
2016-10-20 02:30:00,25.7077,10.69146,8.814589,24.37787,98.61469,0.0
2016-10-20 02:40:00,,,,,,
2016-10-20 02:45:00,29.44378,10.68176,8.293754,25.03538,102.9966,0.0
2016-10-20 02:50:00,,,,,,
2016-10-20 03:00:00,27.51373,9.956964,7.955064,23.68141,98.65115,0.0
2016-10-20 03:10:00,,,,,,
2016-10-20 03:15:00,29.69994,10.48957,7.870421,25.98668,102.9219,0.0
2016-10-20 03:20:00,,,,,,
2016-10-20 03:30:00,27.93722,9.623528,8.081926,26.29516,101.4723,0.0
2016-10-20 03:40:00,,,,,,
2016-10-20 03:45:00,25.7977,9.719884,8.266508,23.29113,97.41633,0.0
2016-10-20 03:50:00,,,,,,
2016-10-20 04:00:00,28.02126,10.25563,7.94616,24.71403,101.1635,0.0
2016-10-20 22:00:00,26.20819,19.55633,7.874755,24.34671,115.0368,0.0
2016-10-20 22:10:00,,,,,,
2016-10-20 22:15:00,28.2506,20.37335,7.659471,26.39173,118.4713,0.0
2016-10-20 22:20:00,,,,,,
2016-10-20 22:30:00,30.11089,20.18447,7.70643,25.25289,112.8709,0.0
2016-10-20 22:40:00,,,,,,
2016-10-20 22:45:00,32.60017,19.96202,7.312417,25.16497,129.3075,0.0
2016-10-20 22:50:00,,,,,,
2016-10-20 23:00:00,32.71879,20.98952,7.566624,24.77024,123.3546,0.0
2016-10-20 23:10:00,,,,,,
2016-10-20 23:15:00,23.94365,19.50307,8.116255,21.65919,117.431,0.0
2016-10-20 23:20:00,,,,,,
2016-10-20 23:30:00,30.78112,19.50743,7.285712,22.58383,110.2758,0.0
2016-10-20 23:40:00,,,,,,
2016-10-20 23:45:00,30.5033,21.64027,7.7578,25.20395,115.0557,0.0
2016-10-20 23:50:00,,,,,,
2016-10-21 00:00:00,26.91353,19.69613,7.371332,24.95256,109.7435,0.0
2016-10-21 00:10:00,,,,,,
2016-10-21 00:15:00,29.50406,19.30513,7.148266,23.34314,111.8757,0.0
2016-10-21 00:20:00,,,,,,
2016-10-21 00:30:00,30.0297,20.64756,7.214644,24.31183,111.2313,0.0
2016-10-21 00:40:00,,,,,,
2016-10-21 00:45:00,25.47016,5.198796,7.495767,23.45559,90.23864,0.0
2016-10-21 00:50:00,,,,,,
2016-10-21 01:00:00,27.85584,5.819115,7.730294,21.58593,106.3432,0.0
2016-10-21 01:10:00,,,,,,
2016-10-21 01:15:00,29.00746,5.735888,6.975632,23.07233,94.03701,0.0
2016-10-21 01:20:00,,,,,,
2016-10-21 01:30:00,25.84841,5.5955,7.282912,21.39379,90.63646,0.0
2016-10-21 01:40:00,,,,,,
2016-10-21 01:45:00,35.17656,5.499212,7.319129,22.11266,98.85263,0.0
2016-10-21 01:50:00,,,,,,
2016-10-21 02:00:00,36.70152,6.011614,7.33499,23.23464,102.2542,0.0
2016-10-21 02:10:00,,,,,,
2016-10-21 02:15:00,34.04626,5.641346,7.710529,22.81883,99.86123,0.0
2016-10-21 02:20:00,,,,,,
2016-10-21 02:30:00,38.52054,5.821223,7.545644,23.57236,118.6061,0.0
2016-10-21 02:40:00,,,,,,
2016-10-21 02:45:00,35.63847,6.338432,7.640566,24.08742,120.8642,0.0
2016-10-21 02:50:00,,,,,,
2016-10-21 03:00:00,27.83914,6.792712,6.919659,24.97733,109.7729,0.0
2016-10-21 03:10:00,,,,,,
2016-10-21 03:15:00,27.963,5.163297,8.159933,21.35663,92.81178,0.0
2016-10-21 03:20:00,,,,,,
2016-10-21 03:30:00,25.74834,5.390706,8.300777,27.64472,95.73917,0.0
2016-10-21 03:40:00,,,,,,
2016-10-21 03:45:00,25.97041,7.052636,7.295965,22.96662,106.64,0.0
2016-10-21 03:50:00,,,,,,
2016-10-21 04:00:00,24.98053,4.663424,6.994571,23.03463,103.0934,0.0
2016-10-21 22:00:00,31.06645,23.04128,8.406231,24.35972,134.4217,0.0
2016-10-21 22:10:00,,,,,,
2016-10-21 22:15:00,31.8121,21.00424,8.173164,26.52087,118.6047,0.0
2016-10-21 22:20:00,,,,,,
