,HS DE Kitchen-Emergency (kW),HS DG Gym (kW),HS Plugload DBH (kW),HS DL Lighting (kW),HS MSWB (kW),HS PBA AHU1-4 (kW),HS M1 Chillers (kW)
2018-02-12 22:40:00,,,,,,,
2018-02-12 22:45:00,63.46941,34.56322,9.481926,25.20057,138.5961,0.0,0.0
2018-02-12 22:50:00,,,,,,,
2018-02-12 23:00:00,56.73103,36.83797,8.825955,23.77689,132.0077,0.0,0.0
2018-02-12 23:10:00,,,,,,,
2018-02-12 23:15:00,57.35215,33.07906,8.623709,23.69042,128.7225,0.0,0.0
2018-02-12 23:20:00,,,,,,,
2018-02-12 23:30:00,47.88002,34.42995,8.830602,24.11569,121.6337,0.0,0.0
2018-02-12 23:40:00,,,,,,,
2018-02-12 23:45:00,51.20564,33.96358,9.153725,22.22176,123.0397,0.0,0.0
2018-02-12 23:50:00,,,,,,,
2018-02-13 00:00:00,49.49253,33.46009,8.302675,21.05981,118.6823,0.0,0.0
2018-02-13 00:10:00,,,,,,,
2018-02-13 00:15:00,49.77788,32.50887,9.063635,21.61858,119.2765,0.0,0.0
2018-02-13 00:20:00,,,,,,,
2018-02-13 00:30:00,49.52481,33.7986,8.887621,22.30705,120.8275,0.0,0.0
2018-02-13 00:40:00,,,,,,,
2018-02-13 00:45:00,44.34595,21.08158,9.416736,21.62418,101.4611,0.0,0.0
2018-02-13 00:50:00,,,,,,,
2018-02-13 01:00:00,57.57964,21.73349,9.177445,22.6247,115.6739,0.0,0.0
2018-02-13 01:10:00,,,,,,,
2018-02-13 01:15:00,46.89399,21.69862,8.967229,20.23597,102.9474,0.0,0.0
2018-02-13 01:20:00,,,,,,,
2018-02-13 01:30:00,62.41835,23.21405,8.864036,22.04922,120.8422,0.0,0.0
2018-02-13 01:40:00,,,,,,,
2018-02-13 01:45:00,47.88985,20.53943,9.455887,22.88607,106.5084,0.0,0.0
2018-02-13 01:50:00,,,,,,,
2018-02-13 02:00:00,58.87977,22.00416,9.149248,20.69259,114.6033,0.0,0.0
2018-02-13 02:10:00,,,,,,,
2018-02-13 02:15:00,50.9217,21.48854,7.92905,21.9413,108.8361,0.0,0.0
2018-02-13 02:20:00,,,,,,,
2018-02-13 02:30:00,52.89267,21.8092,8.280532,21.11697,111.8221,0.0,0.0
2018-02-13 02:40:00,,,,,,,
2018-02-13 02:45:00,55.64665,21.01885,8.813063,20.88644,111.4522,0.0,0.0
2018-02-13 02:50:00,,,,,,,
2018-02-13 03:00:00,56.94985,22.87752,9.107255,20.50945,123.4897,0.0,0.0
2018-02-13 03:10:00,,,,,,,
2018-02-13 03:15:00,50.31493,20.7405,8.312902,19.32856,103.648,0.0,0.0
2018-02-13 03:20:00,,,,,,,
2018-02-13 03:30:00,53.49557,21.60004,7.923105,19.71726,107.171,0.0,0.0
2018-02-13 03:40:00,,,,,,,
2018-02-13 03:45:00,55.68631,24.00353,8.372064,19.30576,112.0387,0.0,0.0
2018-02-13 03:50:00,,,,,,,
2018-02-13 04:00:00,47.82287,20.71483,9.059622,19.67866,102.7592,0.0,0.0
2018-02-13 04:10:00,,,,,,,
2018-02-13 04:15:00,50.46525,20.7977,8.507933,17.65983,105.106,0.0,0.0
2018-02-13 04:20:00,,,,,,,
2018-02-13 04:30:00,56.75045,21.32659,9.234329,20.70884,112.6878,0.0,0.0
2018-02-13 04:40:00,,,,,,,
2018-02-13 04:45:00,57.55376,22.08165,8.740131,21.27227,114.2243,0.0,0.0
2018-02-13 04:50:00,,,,,,,
2018-02-13 05:00:00,51.38554,21.63084,9.021929,18.17711,105.6052,0.0,0.0
2018-02-13 05:10:00,,,,,,,
2018-02-13 05:15:00,50.60793,21.41388,8.820972,23.91045,130.1008,0.0,0.0
2018-02-13 05:20:00,,,,,,,
2018-02-13 05:30:00,68.3361,22.14612,8.168863,25.05292,159.6565,0.0,0.0
2018-02-13 05:40:00,,,,,,,
2018-02-13 05:45:00,49.60495,41.65685,8.379594,26.50761,150.1323,4.993505,0.0
2018-02-13 05:50:00,,,,,,,
2018-02-13 06:00:00,62.80789,39.77762,8.157716,28.75466,164.3465,4.972778,0.0
2018-02-13 06:10:00,,,,,,,
2018-02-13 06:15:00,72.48174,41.90513,13.62661,43.42465,187.7309,4.957355,0.0
2018-02-13 06:20:00,,,,,,,
2018-02-13 06:30:00,67.3401,51.34031,13.26612,50.95782,218.67,4.991667,0.0
2018-02-13 06:40:00,,,,,,,
2018-02-13 06:45:00,80.40196,38.19666,13.17303,67.17778,220.9108,4.921206,0.0
2018-02-13 06:50:00,,,,,,,
2018-02-13 07:00:00,84.00481,75.30056,17.02523,76.96402,279.6939,9.90439,0.0
2018-02-13 07:10:00,,,,,,,
2018-02-13 07:15:00,75.88663,85.0795,24.0342,87.25782,296.8223,9.675556,0.0
2018-02-13 07:20:00,,,,,,,
2018-02-13 07:30:00,79.92281,94.47832,34.91468,110.8774,358.4279,12.72609,0.0
2018-02-13 07:40:00,,,,,,,
2018-02-13 07:45:00,83.65485,99.52912,45.07866,129.9059,392.3824,20.35113,0.0
2018-02-13 07:50:00,,,,,,,
2018-02-13 08:00:00,80.78285,103.2841,46.25116,132.663,401.1415,19.19357,0.0
2018-02-13 08:10:00,,,,,,,
2018-02-13 08:15:00,81.56294,105.7008,45.85214,136.6866,412.4951,20.06474,0.0
2018-02-13 08:20:00,,,,,,,
2018-02-13 08:30:00,85.6368,102.2671,45.23751,130.8682,402.6898,19.71208,0.0
2018-02-13 08:40:00,,,,,,,
2018-02-13 08:45:00,77.8354,99.09039,46.83341,133.2821,401.3157,18.98766,0.0
2018-02-13 08:50:00,,,,,,,
2018-02-13 09:00:00,78.21069,104.212,52.15337,135.728,408.5877,20.53656,0.0
2018-02-13 09:10:00,,,,,,,
2018-02-13 09:15:00,93.18565,98.72515,47.75691,146.0887,422.1087,19.69818,0.0
2018-02-13 09:20:00,,,,,,,
2018-02-13 09:30:00,94.41489,99.54071,47.15018,139.3493,423.7491,20.1558,0.0
2018-02-13 09:40:00,,,,,,,
2018-02-13 09:45:00,79.90698,103.7124,45.78325,136.0246,436.8366,19.72523,0.0
2018-02-13 09:50:00,,,,,,,
2018-02-13 10:00:00,78.86913,100.5142,45.6804,139.8711,436.9746,20.76634,0.0
2018-02-13 10:10:00,,,,,,,
2018-02-13 10:15:00,104.8705,98.84615,46.74856,136.0273,464.3659,20.52981,0.0
2018-02-13 10:20:00,,,,,,,
2018-02-13 10:30:00,81.05666,95.76181,41.91423,112.814,392.8729,21.51428,0.0
2018-02-13 10:40:00,,,,,,,
2018-02-13 10:45:00,82.16116,101.2052,45.73774,130.0182,423.3361,14.57607,0.0
2018-02-13 10:50:00,,,,,,,
2018-02-13 11:00:00,79.93122,101.6006,47.87722,131.8114,421.4368,20.99842,0.0
2018-02-13 11:10:00,,,,,,,
2018-02-13 11:15:00,73.83326,98.40793,49.10357,150.4063,436.3344,18.01138,0.0
2018-02-13 11:20:00,,,,,,,
2018-02-13 11:30:00,75.65446,102.1666,46.63999,128.7337,420.6918,21.91889,0.0
2018-02-13 11:40:00,,,,,,,
2018-02-13 11:45:00,75.38004,101.4048,48.48414,130.8716,424.266,22.46298,0.0
2018-02-13 11:50:00,,,,,,,
2018-02-13 12:00:00,77.31451,99.65852,43.99619,137.9427,413.6145,22.01787,0.0
2018-02-13 12:10:00,,,,,,,
2018-02-13 12:15:00,79.03675,99.89023,53.58197,138.064,433.4642,22.0385,0.0
2018-02-13 12:20:00,,,,,,,
2018-02-13 12:30:00,86.25013,97.37113,49.2785,133.4283,455.1179,22.62566,0.0
2018-02-13 12:40:00,,,,,,,
2018-02-13 12:45:00,87.28997,89.8455,46.79755,130.0854,422.5817,22.7085,0.0
2018-02-13 12:50:00,,,,,,,
2018-02-13 13:00:00,84.658,90.85424,44.94405,125.4994,431.0284,16.84578,0.0
2018-02-13 13:10:00,,,,,,,
2018-02-13 13:15:00,72.42125,98.49004,46.50235,120.4149,405.0231,21.76758,0.0
2018-02-13 13:20:00,,,,,,,
2018-02-13 13:30:00,73.71466,98.70015,46.2848,112.9503,425.3566,21.75778,0.0
2018-02-13 13:40:00,,,,,,,
2018-02-13 13:45:00,74.99373,96.86597,47.3143,119.9627,422.397,22.63702,0.0
2018-02-13 13:50:00,,,,,,,
2018-02-13 14:00:00,78.44929,94.78937,47.62962,107.7478,388.4483,23.00838,0.0
2018-02-13 14:10:00,,,,,,,
2018-02-13 14:15:00,84.9908,95.62549,43.60465,107.8284,412.0707,22.63784,0.0
2018-02-13 14:20:00,,,,,,,
2018-02-13 14:30:00,74.23154,98.69705,41.43491,99.36711,394.2095,22.54357,0.0
2018-02-13 14:40:00,,,,,,,
2018-02-13 14:45:00,73.23608,101.426,37.96943,80.9204,375.7557,23.02801,0.0
2018-02-13 14:50:00,,,,,,,
2018-02-13 15:00:00,72.85463,97.46682,35.65596,81.54691,383.7337,23.42957,0.0
2018-02-13 15:10:00,,,,,,,
2018-02-13 15:15:00,81.64026,48.17545,27.62785,57.9459,287.2841,9.756429,0.0
2018-02-13 15:20:00,,,,,,,
2018-02-13 15:30:00,71.07302,46.76967,27.10897,53.43338,264.3275,10.13559,0.0
2018-02-13 15:40:00,,,,,,,
2018-02-13 15:45:00,74.6486,45.95231,25.60242,44.61582,235.5888,9.986655,0.0
2018-02-13 15:50:00,,,,,,,
2018-02-13 16:00:00,70.2496,44.91683,23.83702,45.58876,228.0863,9.704436,0.0
2018-02-13 16:10:00,,,,,,,
2018-02-13 16:15:00,47.16107,30.51841,23.40253,41.80949,222.5653,4.15286,0.0
2018-02-13 16:20:00,,,,,,,
2018-02-13 16:30:00,71.77811,32.50267,22.93695,38.9231,225.9644,3.860918,0.0
2018-02-13 16:40:00,,,,,,,
2018-02-13 16:45:00,80.52911,33.17827,24.72934,38.12981,218.317,3.954052,0.0
2018-02-13 16:50:00,,,,,,,
2018-02-13 17:00:00,74.4487,31.15439,24.19497,35.88015,221.7849,3.875708,0.0
2018-02-13 17:10:00,,,,,,,
2018-02-13 17:15:00,70.05462,31.48114,21.85131,33.20518,216.9082,3.898998,0.0
2018-02-13 17:20:00,,,,,,,
2018-02-13 17:30:00,68.90276,41.83953,21.02981,34.24415,229.7043,3.891654,0.0
2018-02-13 17:40:00,,,,,,,
2018-02-13 17:45:00,66.31973,42.10456,21.33955,29.12767,210.9848,3.845909,0.0
2018-02-13 17:50:00,,,,,,,
2018-02-13 18:00:00,59.10298,45.74141,21.31529,28.37976,188.7149,3.82665,0.0
2018-02-13 18:10:00,,,,,,,
2018-02-13 18:15:00,59.51011,44.21506,21.6575,28.83566,190.8921,3.835082,0.0
2018-02-13 18:20:00,,,,,,,
2018-02-13 18:30:00,63.38758,43.33831,12.5509,27.61617,200.9738,3.857579,0.0
2018-02-13 18:40:00,,,,,,,
2018-02-13 18:45:00,51.27279,45.55975,13.26584,30.68,174.3391,3.777118,0.0
2018-02-13 18:50:00,,,,,,,
2018-02-13 19:00:00,67.51263,43.53688,12.32803,27.98533,204.5799,3.776958,0.0
2018-02-13 19:10:00,,,,,,,
2018-02-13 19:15:00,54.30376,42.85273,12.89102,29.63871,193.6744,3.852081,0.0
2018-02-13 19:20:00,,,,,,,
2018-02-13 19:30:00,52.66048,46.87732,12.08383,27.3815,171.7026,3.810173,0.0
2018-02-13 19:40:00,,,,,,,
2018-02-13 19:45:00,62.53569,45.9294,12.78384,25.94034,201.9265,3.793013,0.0
2018-02-13 19:50:00,,,,,,,
2018-02-13 20:00:00,51.84421,42.4228,11.45926,28.98845,169.6331,3.794927,0.0
2018-02-13 20:10:00,,,,,,,
2018-02-13 20:15:00,61.51906,42.8173,11.63174,25.93317,168.705,0.0,0.0
2018-02-13 20:20:00,,,,,,,
2018-02-13 20:30:00,50.76859,41.56968,11.51622,28.0298,189.7258,0.0,0.0
2018-02-13 20:40:00,,,,,,,
2018-02-13 20:45:00,61.51003,41.57831,8.628724,28.85033,156.5247,0.0,0.0
2018-02-13 20:50:00,,,,,,,
2018-02-13 21:00:00,51.46412,39.03503,8.800009,26.98433,163.0621,0.0,0.0
2018-02-13 21:10:00,,,,,,,
2018-02-13 21:15:00,64.8456,36.70326,9.084876,27.99609,155.0933,0.0,0.0
2018-02-13 21:20:00,,,,,,,
2018-02-13 21:30:00,56.19801,39.36884,8.181183,26.72633,171.014,0.0,0.0
2018-02-13 21:40:00,,,,,,,
2018-02-13 21:45:00,51.66015,35.07924,8.629071,24.41548,135.7918,0.0,0.0
2018-02-13 21:50:00,,,,,,,
2018-02-13 22:00:00,51.18013,27.00795,8.080848,29.63272,134.1183,0.0,0.0
2018-02-13 22:10:00,,,,,,,
2018-02-13 22:15:00,52.89568,22.66532,8.266695,26.50534,117.3697,0.0,0.0
2018-02-13 22:20:00,,,,,,,
2018-02-13 22:30:00,66.49822,24.03685,8.496027,22.61444,127.7809,0.0,0.0
2018-02-13 22:40:00,,,,,,,
2018-02-13 22:45:00,50.25985,21.57829,7.905019,23.6171,111.3552,0.0,0.0
2018-02-13 22:50:00,,,,,,,
2018-02-13 23:00:00,57.00974,22.34209,8.264705,22.95359,116.6856,0.0,0.0
2018-02-13 23:10:00,,,,,,,
2018-02-13 23:15:00,45.53395,24.74758,7.55486,23.83363,108.5321,0.0,0.0
2018-02-13 23:20:00,,,,,,,
2018-02-13 23:30:00,59.73703,23.07237,8.333174,22.26781,120.0547,0.0,0.0
2018-02-13 23:40:00,,,,,,,
2018-02-13 23:45:00,45.45043,22.33318,7.125482,23.52773,104.9193,0.0,0.0
2018-02-13 23:50:00,,,,,,,
2018-02-14 00:00:00,48.59155,24.21344,7.624098,24.39181,111.8625,0.0,0.0
2018-02-14 00:10:00,,,,,,,
2018-02-14 00:15:00,55.72138,21.68511,7.803098,22.77112,114.438,0.0,0.0
2018-02-14 00:20:00,,,,,,,
2018-02-14 00:30:00,51.12135,22.10152,8.286408,23.42237,110.5138,0.0,0.0
2018-02-14 00:40:00,,,,,,,
2018-02-14 00:45:00,54.98126,11.70371,8.598074,21.15174,99.40005,0.0,0.0
2018-02-14 00:50:00,,,,,,,
2018-02-14 01:00:00,48.33944,10.94394,8.4412,23.63528,95.5923,0.0,0.0
2018-02-14 01:10:00,,,,,,,
2018-02-14 01:15:00,53.0909,10.11811,7.280534,19.90184,96.10776,0.0,0.0
2018-02-14 01:20:00,,,,,,,
2018-02-14 01:30:00,50.6832,10.06923,7.388189,22.40144,95.26799,0.0,0.0
2018-02-14 01:40:00,,,,,,,
2018-02-14 01:45:00,44.16988,11.01674,7.506494,22.1558,90.59751,0.0,0.0
2018-02-14 01:50:00,,,,,,,
2018-02-14 02:00:00,45.1285,11.77584,7.921958,21.10306,91.80573,0.0,0.0
2018-02-14 02:10:00,,,,,,,
2018-02-14 02:15:00,45.3803,10.60804,7.903341,20.20508,93.16067,0.0,0.0
2018-02-14 02:20:00,,,,,,,
2018-02-14 02:30:00,58.35828,12.15438,8.241971,22.23944,106.2855,0.0,0.0
2018-02-14 02:40:00,,,,,,,
2018-02-14 02:45:00,48.51164,11.1156,8.200223,20.48133,94.41976,0.0,0.0
2018-02-14 02:50:00,,,,,,,
2018-02-14 03:00:00,51.55925,10.64825,7.835469,20.21204,95.13309,0.0,0.0
2018-02-14 03:10:00,,,,,,,
2018-02-14 03:15:00,48.07798,10.75894,7.473236,23.03763,95.30319,0.0,0.0
2018-02-14 03:20:00,,,,,,,
2018-02-14 03:30:00,49.77668,9.91235,8.011333,21.16931,93.99017,0.0,0.0
2018-02-14 03:40:00,,,,,,,
2018-02-14 03:45:00,47.63361,11.51226,7.599694,23.51567,97.15443,0.0,0.0
2018-02-14 03:50:00,,,,,,,
2018-02-14 04:00:00,48.42211,11.2932,7.617884,21.64567,94.64314,0.0,0.0
2018-02-14 04:10:00,,,,,,,
2018-02-14 04:15:00,56.59138,10.85489,8.687237,21.19982,100.3973,0.0,0.0
2018-02-14 04:20:00,,,,,,,
2018-02-14 04:30:00,48.66307,11.19947,7.826935,19.88986,93.3582,0.0,0.0
2018-02-14 04:40:00,,,,,,,
2018-02-14 04:45:00,61.12247,10.006,7.917043,22.40845,106.5502,0.0,0.0
2018-02-14 04:50:00,,,,,,,
2018-02-14 05:00:00,47.62502,12.71012,8.330738,20.35949,94.76266,0.0,0.0
2018-02-14 05:10:00,,,,,,,
2018-02-14 05:15:00,54.1956,12.42029,8.653794,25.26304,125.7564,0.0,0.0
2018-02-14 05:20:00,,,,,,,
2018-02-14 05:30:00,57.55625,22.46279,7.978944,26.34614,135.7142,0.0,0.0
2018-02-14 05:40:00,,,,,,,
2018-02-14 05:45:00,52.81648,30.91756,8.952701,28.03133,141.3645,4.944252,0.0
2018-02-14 05:50:00,,,,,,,
2018-02-14 06:00:00,58.81405,30.65703,7.645355,26.94823,149.8354,4.892208,0.0
2018-02-14 06:10:00,,,,,,,
2018-02-14 06:15:00,63.95635,33.62694,13.46339,50.10204,181.3247,4.978495,0.0
2018-02-14 06:20:00,,,,,,,
2018-02-14 06:30:00,69.42893,40.13098,11.61991,52.70285,199.706,4.996355,0.0
2018-02-14 06:40:00,,,,,,,
2018-02-14 06:45:00,72.96557,42.22425,12.25335,58.12654,214.6709,5.014889,0.0
2018-02-14 06:50:00,,,,,,,
2018-02-14 07:00:00,76.38994,38.29922,17.82135,81.76464,242.1542,9.855129,0.0
2018-02-14 07:10:00,,,,,,,
2018-02-14 07:15:00,74.21976,101.0298,21.81802,89.04377,314.5314,10.06737,0.0
2018-02-14 07:20:00,,,,,,,
2018-02-14 07:30:00,72.6901,108.7884,33.72966,108.3429,366.2128,19.33002,0.0
2018-02-14 07:40:00,,,,,,,
2018-02-14 07:45:00,96.58583,108.6653,44.65214,130.4216,412.7607,20.73916,0.0
2018-02-14 07:50:00,,,,,,,
2018-02-14 08:00:00,77.31298,112.1739,46.25444,123.1217,402.8395,15.30734,0.0
2018-02-14 08:10:00,,,,,,,
2018-02-14 08:15:00,72.75542,107.7702,48.1846,121.9265,387.7309,19.07616,0.0
2018-02-14 08:20:00,,,,,,,
2018-02-14 08:30:00,75.82407,109.6873,47.8012,125.1742,398.7694,19.64618,0.0
2018-02-14 08:40:00,,,,,,,
2018-02-14 08:45:00,77.21284,108.1611,46.05614,121.1348,400.7798,20.01079,0.0
2018-02-14 08:50:00,,,,,,,
2018-02-14 09:00:00,74.24195,108.0518,48.46037,139.1009,425.9673,19.91802,0.0
2018-02-14 09:10:00,,,,,,,
2018-02-14 09:15:00,79.42064,107.4017,44.55219,147.5982,428.1526,20.36476,0.0
2018-02-14 09:20:00,,,,,,,
2018-02-14 09:30:00,75.61411,113.2774,48.50972,142.703,426.1118,20.92376,0.0
2018-02-14 09:40:00,,,,,,,
2018-02-14 09:45:00,88.29512,111.6595,44.851,142.7164,461.2622,21.27997,0.0
2018-02-14 09:50:00,,,,,,,
2018-02-14 10:00:00,87.15788,108.8353,46.85166,133.7147,449.5875,21.35559,0.0
2018-02-14 10:10:00,,,,,,,
2018-02-14 10:15:00,83.71195,116.9495,48.99635,137.8114,438.5185,20.92843,0.0
2018-02-14 10:20:00,,,,,,,
2018-02-14 10:30:00,72.39832,118.1303,50.78999,145.567,442.3913,20.98343,0.0
2018-02-14 10:40:00,,,,,,,
2018-02-14 10:45:00,74.51268,119.5461,49.69061,148.1108,465.3142,20.74966,0.0
2018-02-14 10:50:00,,,,,,,
2018-02-14 11:00:00,76.71935,117.4377,47.28467,140.661,447.1053,21.00104,0.0
2018-02-14 11:10:00,,,,,,,
2018-02-14 11:15:00,81.5169,108.7979,46.13741,144.2223,430.0233,21.36676,0.0
2018-02-14 11:20:00,,,,,,,
2018-02-14 11:30:00,73.62227,107.9337,43.33633,140.0535,424.1154,21.32738,0.0
2018-02-14 11:40:00,,,,,,,
2018-02-14 11:45:00,74.06854,115.4118,46.92677,137.1546,422.6015,21.70591,0.0
2018-02-14 11:50:00,,,,,,,
2018-02-14 12:00:00,78.09364,113.8949,44.86655,127.6711,454.6205,22.06091,0.0
2018-02-14 12:10:00,,,,,,,
2018-02-14 12:15:00,73.76752,111.9828,49.08311,134.7443,419.9801,21.23025,0.0
2018-02-14 12:20:00,,,,,,,
2018-02-14 12:30:00,62.05043,114.0667,49.24039,131.8778,404.4412,21.77414,0.0
2018-02-14 12:40:00,,,,,,,
2018-02-14 12:45:00,66.11355,108.1443,44.85414,141.3721,407.6216,22.97853,0.0
2018-02-14 12:50:00,,,,,,,
2018-02-14 13:00:00,59.58706,101.6906,43.37918,126.7605,394.0522,21.4926,0.0
2018-02-14 13:10:00,,,,,,,
2018-02-14 13:15:00,70.91779,111.0134,46.20516,127.4754,404.2507,21.81707,0.0
2018-02-14 13:20:00,,,,,,,
2018-02-14 13:30:00,77.05741,111.9715,50.43624,121.7983,416.4091,21.7721,0.0
2018-02-14 13:40:00,,,,,,,
2018-02-14 13:45:00,64.16864,110.0864,45.59589,122.4745,422.2541,21.55773,0.0
2018-02-14 13:50:00,,,,,,,
2018-02-14 14:00:00,60.77113,109.8403,48.31194,120.9763,409.9648,21.77537,0.0
2018-02-14 14:10:00,,,,,,,
2018-02-14 14:15:00,63.25375,116.9817,43.68752,116.7351,414.2675,21.81442,0.0
2018-02-14 14:20:00,,,,,,,
2018-02-14 14:30:00,62.2139,111.2231,39.66135,102.7654,382.0936,21.94705,0.0
2018-02-14 14:40:00,,,,,,,
2018-02-14 14:45:00,55.95599,112.3471,38.1064,82.6594,346.2344,21.69973,0.0
2018-02-14 14:50:00,,,,,,,
2018-02-14 15:00:00,69.09103,112.476,35.43949,67.1884,340.846,22.10027,0.0
2018-02-14 15:10:00,,,,,,,
2018-02-14 15:15:00,60.67478,49.5772,32.11089,59.55139,248.1307,12.0262,0.0
2018-02-14 15:20:00,,,,,,,
2018-02-14 15:30:00,58.75329,47.887,31.30579,54.1146,256.1331,11.35247,0.0
2018-02-14 15:40:00,,,,,,,
2018-02-14 15:45:00,71.48264,45.87698,30.04571,53.16431,248.8539,11.02606,0.0
2018-02-14 15:50:00,,,,,,,
2018-02-14 16:00:00,62.49322,42.92215,28.07926,49.63237,226.8091,10.70103,0.0
2018-02-14 16:10:00,,,,,,,
2018-02-14 16:15:00,41.633,29.14079,15.4859,49.65403,176.1421,3.784075,0.0
2018-02-14 16:20:00,,,,,,,
2018-02-14 16:30:00,40.87235,29.34253,15.20399,46.06796,164.8231,3.773737,0.0
2018-02-14 16:40:00,,,,,,,
2018-02-14 16:45:00,39.01783,27.33842,15.54704,44.30111,159.6508,3.786107,0.0
2018-02-14 16:50:00,,,,,,,
2018-02-14 17:00:00,47.07267,27.96245,14.86668,45.56465,191.9301,3.756333,0.0
2018-02-14 17:10:00,,,,,,,
2018-02-14 17:15:00,36.86891,28.3233,13.67028,36.38336,161.6205,3.842325,0.0
2018-02-14 17:20:00,,,,,,,
2018-02-14 17:30:00,43.49724,29.56637,22.92113,34.24196,180.2065,3.824406,0.0
2018-02-14 17:40:00,,,,,,,
2018-02-14 17:45:00,43.05679,39.81575,23.00713,31.90809,169.8833,3.827998,0.0
2018-02-14 17:50:00,,,,,,,
2018-02-14 18:00:00,50.10991,36.80623,23.12545,32.08423,178.1778,3.786149,0.0
2018-02-14 18:10:00,,,,,,,
2018-02-14 18:15:00,69.62068,38.06858,21.97544,32.71261,195.3542,3.837291,0.0
2018-02-14 18:20:00,,,,,,,
2018-02-14 18:30:00,40.57104,37.59019,22.14242,33.19265,169.1233,3.845091,0.0
2018-02-14 18:40:00,,,,,,,
2018-02-14 18:45:00,40.94107,35.82983,21.97744,31.94504,171.3225,3.825081,0.0
2018-02-14 18:50:00,,,,,,,
2018-02-14 19:00:00,38.61644,33.903,21.43925,28.92389,156.143,3.833008,0.0
2018-02-14 19:10:00,,,,,,,
2018-02-14 19:15:00,32.32598,35.07248,22.10355,26.30293,148.3734,3.835908,0.0
2018-02-14 19:20:00,,,,,,,
2018-02-14 19:30:00,43.7831,32.16959,22.46747,28.82491,181.7625,3.791959,0.0
2018-02-14 19:40:00,,,,,,,
2018-02-14 19:45:00,30.92639,33.38757,21.75161,29.31847,156.2896,3.817694,0.0
2018-02-14 19:50:00,,,,,,,
2018-02-14 20:00:00,31.28222,34.02257,8.030996,23.61524,177.6756,3.827231,0.0
2018-02-14 20:10:00,,,,,,,
2018-02-14 20:15:00,80.42348,38.65991,8.341876,26.74583,186.0534,0.0,0.0
2018-02-14 20:20:00,,,,,,,
2018-02-14 20:30:00,66.80215,38.5414,9.125967,25.31562,159.0916,0.0,0.0
2018-02-14 20:40:00,,,,,,,
2018-02-14 20:45:00,55.96507,37.94334,9.107601,27.36151,167.4472,0.0,0.0
2018-02-14 20:50:00,,,,,,,
2018-02-14 21:00:00,65.14054,37.43191,8.518127,25.21552,170.6426,0.0,0.0
2018-02-14 21:10:00,,,,,,,
2018-02-14 21:15:00,57.85038,37.99884,8.38801,28.22191,152.6237,0.0,0.0
2018-02-14 21:20:00,,,,,,,
2018-02-14 21:30:00,59.89215,25.34217,7.817383,27.88925,137.6824,0.0,0.0
2018-02-14 21:40:00,,,,,,,
2018-02-14 21:45:00,64.68857,25.74595,8.842053,27.31635,144.7859,0.0,0.0
2018-02-14 21:50:00,,,,,,,
2018-02-14 22:00:00,53.19915,25.3596,8.06223,25.40125,147.4661,0.0,0.0
2018-02-14 22:10:00,,,,,,,
2018-02-14 22:15:00,51.31075,24.28238,8.311934,31.52076,126.4666,0.0,0.0
2018-02-14 22:20:00,,,,,,,
2018-02-14 22:30:00,60.4627,24.75944,9.76578,22.20743,121.1302,0.0,0.0
2018-02-14 22:40:00,,,,,,,
2018-02-14 22:45:00,49.75023,26.18729,8.985781,23.10598,114.7123,0.0,0.0
2018-02-14 22:50:00,,,,,,,
2018-02-14 23:00:00,57.92288,23.23587,9.191823,21.07874,117.9583,0.0,0.0
2018-02-14 23:10:00,,,,,,,
2018-02-14 23:15:00,45.44181,23.79742,6.975337,22.73017,107.2262,0.0,0.0
2018-02-14 23:20:00,,,,,,,
2018-02-14 23:30:00,51.69191,22.9705,8.135792,19.9247,109.2007,0.0,0.0
2018-02-14 23:40:00,,,,,,,
2018-02-14 23:45:00,57.19471,22.90805,8.226472,21.5829,116.1489,0.0,0.0
2018-02-14 23:50:00,,,,,,,
2018-02-15 00:00:00,47.55655,22.69649,8.759189,18.21959,104.008,0.0,0.0
2018-02-15 00:10:00,,,,,,,
2018-02-15 00:15:00,47.25928,23.71451,7.946682,19.53523,105.5316,0.0,0.0
2018-02-15 00:20:00,,,,,,,
2018-02-15 00:30:00,43.95782,21.9234,9.409686,21.95107,104.1332,0.0,0.0
2018-02-15 00:40:00,,,,,,,
2018-02-15 00:45:00,45.85999,10.25407,8.903751,20.10567,91.41763,0.0,0.0
2018-02-15 00:50:00,,,,,,,
2018-02-15 01:00:00,56.7594,11.11411,9.169317,18.10418,98.53221,0.0,0.0
2018-02-15 01:10:00,,,,,,,
2018-02-15 01:15:00,44.98847,12.23563,8.110891,19.10839,89.21458,0.0,0.0
2018-02-15 01:20:00,,,,,,,
2018-02-15 01:30:00,47.28312,12.54811,8.265986,20.49948,93.29398,0.0,0.0
2018-02-15 01:40:00,,,,,,,
2018-02-15 01:45:00,61.30364,11.00119,7.917565,17.8467,99.67095,0.0,0.0
2018-02-15 01:50:00,,,,,,,
2018-02-15 02:00:00,45.23673,11.28155,8.296841,18.05066,90.13853,0.0,0.0
2018-02-15 02:10:00,,,,,,,
2018-02-15 02:15:00,47.77406,10.81252,7.801707,19.13388,92.13311,0.0,0.0
2018-02-15 02:20:00,,,,,,,
2018-02-15 02:30:00,49.89863,10.66535,8.978183,21.1368,97.23119,0.0,0.0
2018-02-15 02:40:00,,,,,,,
2018-02-15 02:45:00,44.61808,11.28433,8.980889,19.49309,90.12652,0.0,0.0
2018-02-15 02:50:00,,,,,,,
