,HS DE Kitchen-Emergency (kW),HS DG Gym (kW),HS Plugload DBH (kW),HS DL Lighting (kW),HS MSWB (kW),HS PBA AHU1-4 (kW),HS M1 Chillers (kW)
2018-05-20 22:50:00,,,,,,,
2018-05-20 23:00:00,25.03892,10.99405,9.038321,23.39392,78.50626,0.0,0.6249734
2018-05-20 23:10:00,,,,,,,
2018-05-20 23:15:00,28.69862,9.53601,8.684125,23.40559,80.8606,0.0,0.6402189
2018-05-20 23:20:00,,,,,,,
2018-05-20 23:30:00,25.77453,9.379609,8.081017,23.64769,78.13962,0.0,0.6314241
2018-05-20 23:40:00,,,,,,,
2018-05-20 23:45:00,25.58637,10.71147,8.598546,25.20815,80.30894,0.0,0.6093315
2018-05-20 23:50:00,,,,,,,
2018-05-21 00:00:00,36.43517,10.39414,8.749314,23.26054,88.53967,0.0,0.6104698
2018-05-21 00:10:00,,,,,,,
2018-05-21 00:15:00,31.51128,10.334,8.907958,22.28428,82.72279,0.0,0.6425378
2018-05-21 00:20:00,,,,,,,
2018-05-21 00:30:00,29.44867,12.43229,8.294033,20.04474,80.33292,0.0,0.6259599
2018-05-21 00:40:00,,,,,,,
2018-05-21 00:45:00,28.53728,7.372159,8.954438,19.46422,73.91134,0.0,0.6173759
2018-05-21 00:50:00,,,,,,,
2018-05-21 01:00:00,25.47433,7.666808,7.868018,19.44067,70.26166,0.0,0.6217017
2018-05-21 01:10:00,,,,,,,
2018-05-21 01:15:00,24.96621,7.826177,8.067525,20.32007,70.70479,0.0,0.6516783
2018-05-21 01:20:00,,,,,,,
2018-05-21 01:30:00,28.30982,6.712175,8.791814,20.1426,75.9306,0.0,0.6484993
2018-05-21 01:40:00,,,,,,,
2018-05-21 01:45:00,23.58948,7.124513,8.658844,20.54169,70.3591,0.0,0.6586433
2018-05-21 01:50:00,,,,,,,
2018-05-21 02:00:00,21.44998,7.084147,7.998818,20.03114,66.36765,0.0,0.6499243
2018-05-21 02:10:00,,,,,,,
2018-05-21 02:15:00,30.16286,6.742033,8.693611,19.6102,75.01226,0.0,0.6594445
2018-05-21 02:20:00,,,,,,,
2018-05-21 02:30:00,32.66549,8.84621,8.65145,18.94048,78.61293,0.0,0.6240205
2018-05-21 02:40:00,,,,,,,
2018-05-21 02:45:00,32.81506,8.558949,8.584136,19.58488,79.23495,0.0,0.6305977
2018-05-21 02:50:00,,,,,,,
2018-05-21 03:00:00,34.92346,8.311579,8.174968,19.22774,79.84777,0.0,0.6407332
2018-05-21 03:10:00,,,,,,,
2018-05-21 03:15:00,25.56013,7.553462,8.922884,19.75568,76.36932,0.0,0.632866
2018-05-21 03:20:00,,,,,,,
2018-05-21 03:30:00,28.19983,7.172188,8.480342,20.43752,73.2661,0.0,0.622781
2018-05-21 03:40:00,,,,,,,
2018-05-21 03:45:00,23.18254,8.687573,8.101161,18.469,67.51808,0.0,0.6478332
2018-05-21 03:50:00,,,,,,,
2018-05-21 04:00:00,24.50031,7.133349,8.590907,19.51063,69.47815,0.0,0.6145341
2018-05-21 04:10:00,,,,,,,
2018-05-21 04:15:00,26.52591,6.620222,8.210097,19.39125,70.05524,0.0,0.649781
2018-05-21 04:20:00,,,,,,,
2018-05-21 04:30:00,23.85232,6.848811,8.723276,19.61245,68.72019,0.0,0.652648
2018-05-21 04:40:00,,,,,,,
2018-05-21 04:45:00,27.55948,7.230117,8.657495,24.07375,77.05951,0.0,0.6175109
2018-05-21 04:50:00,,,,,,,
2018-05-21 05:00:00,26.23143,9.672419,8.373565,21.52593,75.36352,0.0,0.6445952
2018-05-21 05:10:00,,,,,,,
2018-05-21 05:15:00,34.22539,8.980966,8.540102,18.9181,79.60098,0.0,0.6217185
2018-05-21 05:20:00,,,,,,,
2018-05-21 05:30:00,38.49988,7.805298,8.962895,18.90647,91.23608,0.0,0.6408344
2018-05-21 05:40:00,,,,,,,
2018-05-21 05:45:00,68.04008,10.41057,9.14413,25.1819,128.9452,1.56678,0.6369471
2018-05-21 05:50:00,,,,,,,
2018-05-21 06:00:00,53.57019,9.109616,7.755228,22.64251,110.777,1.552302,0.6541827
2018-05-21 06:10:00,,,,,,,
2018-05-21 06:15:00,52.81453,13.92194,12.87201,52.14188,150.4587,1.525572,0.653019
2018-05-21 06:20:00,,,,,,,
2018-05-21 06:30:00,40.33248,20.58416,12.38576,58.84698,152.129,1.543195,0.6418547
2018-05-21 06:40:00,,,,,,,
2018-05-21 06:45:00,42.21481,18.66192,12.39637,74.2123,176.7067,1.590028,0.6371411
2018-05-21 06:50:00,,,,,,,
2018-05-21 07:00:00,40.24102,23.15327,16.71272,86.9922,194.4793,7.04261,0.6369303
2018-05-21 07:10:00,,,,,,,
2018-05-21 07:15:00,43.11985,100.3223,21.13727,95.7682,298.5337,7.200681,0.6304796
2018-05-21 07:20:00,,,,,,,
2018-05-21 07:30:00,67.33438,99.74923,35.84237,102.4296,346.46,24.77098,0.6462732
2018-05-21 07:40:00,,,,,,,
2018-05-21 07:45:00,44.12904,106.9839,43.09536,136.274,392.1152,24.20413,12.77238
2018-05-21 07:50:00,,,,,,,
2018-05-21 08:00:00,44.53517,104.4351,45.72318,144.911,390.5332,23.83882,0.6332369
2018-05-21 08:10:00,,,,,,,
2018-05-21 08:15:00,56.28904,102.1054,46.30603,136.3858,411.7233,23.15518,20.6667
2018-05-21 08:20:00,,,,,,,
2018-05-21 08:30:00,43.69204,101.4068,49.34035,136.6044,400.4163,22.99152,14.68192
2018-05-21 08:40:00,,,,,,,
2018-05-21 08:45:00,44.86223,101.3639,48.19109,124.7943,385.0269,23.25577,15.50475
2018-05-21 08:50:00,,,,,,,
2018-05-21 09:00:00,57.86646,131.271,50.36366,146.8581,451.4652,23.86136,19.4369
2018-05-21 09:10:00,,,,,,,
2018-05-21 09:15:00,44.75975,122.5857,49.1347,143.1994,435.0559,23.12771,29.14298
2018-05-21 09:20:00,,,,,,,
2018-05-21 09:30:00,47.95783,123.0892,49.69776,138.8476,426.3617,22.5884,20.34034
2018-05-21 09:40:00,,,,,,,
2018-05-21 09:45:00,53.26912,123.5979,47.47981,141.5508,463.1591,22.63442,43.40891
2018-05-21 09:50:00,,,,,,,
2018-05-21 10:00:00,64.71561,124.574,46.57669,158.2334,463.6881,22.4634,20.15057
2018-05-21 10:10:00,,,,,,,
2018-05-21 10:15:00,46.63714,124.2099,50.38058,150.6605,438.3482,22.87789,18.0748
2018-05-21 10:20:00,,,,,,,
2018-05-21 10:30:00,51.1189,120.4344,47.57828,175.652,462.4544,23.36587,19.2346
2018-05-21 10:40:00,,,,,,,
2018-05-21 10:45:00,47.05513,119.9092,48.89431,157.4085,455.5461,23.639,51.90954
2018-05-21 10:50:00,,,,,,,
2018-05-21 11:00:00,43.74876,119.2562,48.95358,162.8627,462.989,23.28472,58.8438
2018-05-21 11:10:00,,,,,,,
2018-05-21 11:15:00,55.07846,119.077,55.04599,159.5701,481.472,24.14424,44.99155
2018-05-21 11:20:00,,,,,,,
2018-05-21 11:30:00,49.53824,116.1196,47.40701,155.6885,437.8242,23.20213,31.64256
2018-05-21 11:40:00,,,,,,,
2018-05-21 11:45:00,48.41785,120.7028,48.24801,160.65,465.6486,23.39015,35.06334
2018-05-21 11:50:00,,,,,,,
2018-05-21 12:00:00,51.69817,111.5006,48.75993,164.2449,443.8172,23.23458,20.1985
2018-05-21 12:10:00,,,,,,,
2018-05-21 12:15:00,52.85121,104.2079,48.28068,149.3669,423.6461,23.33154,14.36659
2018-05-21 12:20:00,,,,,,,
2018-05-21 12:30:00,63.89972,107.8812,46.74688,144.8758,441.9778,22.85945,20.35755
2018-05-21 12:40:00,,,,,,,
2018-05-21 12:45:00,53.86785,106.6626,45.99374,146.6984,466.8457,23.05282,65.6386
2018-05-21 12:50:00,,,,,,,
2018-05-21 13:00:00,50.11226,108.123,51.68386,136.3478,446.3936,23.64402,41.33739
2018-05-21 13:10:00,,,,,,,
2018-05-21 13:15:00,69.31845,112.935,49.61053,141.6705,490.4294,23.55799,79.27094
2018-05-21 13:20:00,,,,,,,
2018-05-21 13:30:00,53.36883,112.8039,52.53307,140.1756,453.3006,23.10163,41.31598
2018-05-21 13:40:00,,,,,,,
2018-05-21 13:45:00,56.50597,113.4036,51.24818,142.154,499.209,22.77314,79.17857
2018-05-21 13:50:00,,,,,,,
2018-05-21 14:00:00,62.00497,111.4475,47.74426,135.14,431.3345,22.70914,21.263
2018-05-21 14:10:00,,,,,,,
2018-05-21 14:15:00,49.11993,110.3741,46.03002,132.7083,438.5956,22.8352,55.31875
2018-05-21 14:20:00,,,,,,,
2018-05-21 14:30:00,50.73809,111.421,45.24107,121.1386,429.2044,22.7474,54.13984
2018-05-21 14:40:00,,,,,,,
2018-05-21 14:45:00,51.95241,106.9519,38.92743,107.9976,410.7253,22.9647,58.81695
2018-05-21 14:50:00,,,,,,,
2018-05-21 15:00:00,48.86306,102.5481,34.94032,91.24238,347.7845,22.7582,22.03843
2018-05-21 15:10:00,,,,,,,
2018-05-21 15:15:00,50.63135,39.32549,34.10005,82.9753,291.4823,10.19806,52.75201
2018-05-21 15:20:00,,,,,,,
2018-05-21 15:30:00,50.18717,40.93519,32.89104,80.059,264.4857,10.23182,22.03516
2018-05-21 15:40:00,,,,,,,
2018-05-21 15:45:00,66.75095,38.93305,31.36266,72.49464,287.5942,10.25414,49.54657
2018-05-21 15:50:00,,,,,,,
2018-05-21 16:00:00,49.75708,38.95861,26.01218,74.7911,245.6315,9.624979,15.24415
2018-05-21 16:10:00,,,,,,,
2018-05-21 16:15:00,50.28657,24.97652,26.58148,47.88786,246.0663,3.67992,61.5826
2018-05-21 16:20:00,,,,,,,
2018-05-21 16:30:00,44.81802,24.90656,20.68386,44.32099,169.0015,3.698074,0.6379759
2018-05-21 16:40:00,,,,,,,
2018-05-21 16:45:00,45.0599,26.25807,19.42763,46.52711,215.8936,3.667027,34.60396
2018-05-21 16:50:00,,,,,,,
2018-05-21 17:00:00,38.70901,23.60421,20.09439,45.88707,154.513,3.68449,0.6212462
2018-05-21 17:10:00,,,,,,,
2018-05-21 17:15:00,41.43436,27.25368,16.05031,33.84351,167.8474,3.668292,21.00551
2018-05-21 17:20:00,,,,,,,
2018-05-21 17:30:00,61.29501,26.22333,14.44727,37.48062,168.6791,3.64722,0.6492161
2018-05-21 17:40:00,,,,,,,
2018-05-21 17:45:00,41.13147,24.8698,13.81705,36.60622,167.325,3.687618,21.23218
2018-05-21 17:50:00,,,,,,,
2018-05-21 18:00:00,38.10873,24.0202,13.70629,36.74407,144.3917,3.669767,1.7091
2018-05-21 18:10:00,,,,,,,
2018-05-21 18:15:00,43.71102,23.07959,13.42032,38.1308,158.8479,3.694979,0.6442495
2018-05-21 18:20:00,,,,,,,
2018-05-21 18:30:00,41.80899,23.12536,13.5462,36.30577,187.7837,3.675223,1.68984
2018-05-21 18:40:00,,,,,,,
2018-05-21 18:45:00,38.56345,23.86636,13.38909,33.16357,220.0417,3.697956,0.6801034
2018-05-21 18:50:00,,,,,,,
2018-05-21 19:00:00,45.49428,20.0404,13.14308,33.79645,247.998,3.704567,20.25202
2018-05-21 19:10:00,,,,,,,
2018-05-21 19:15:00,47.85666,23.4239,13.66233,33.31672,218.7366,3.654961,0.6362557
2018-05-21 19:20:00,,,,,,,
2018-05-21 19:30:00,50.08154,18.62104,14.11633,33.81124,226.8903,3.727714,19.76185
2018-05-21 19:40:00,,,,,,,
2018-05-21 19:45:00,47.32244,20.30918,12.22797,32.35365,203.3579,3.707392,0.6170048
2018-05-21 19:50:00,,,,,,,
2018-05-21 20:00:00,54.43517,19.62919,11.73546,29.67471,242.1094,3.742816,19.47688
2018-05-21 20:10:00,,,,,,,
2018-05-21 20:15:00,40.05502,17.43749,12.17272,33.62118,175.9781,0.0,0.6181517
2018-05-21 20:20:00,,,,,,,
2018-05-21 20:30:00,41.64132,22.87617,20.37672,32.08633,210.9484,0.0,0.6359437
2018-05-21 20:40:00,,,,,,,
2018-05-21 20:45:00,41.62096,21.32841,20.74705,34.14648,203.0552,0.0,0.6613417
2018-05-21 20:50:00,,,,,,,
2018-05-21 21:00:00,41.68305,18.88907,20.73522,31.86349,159.0739,0.0,0.6605153
2018-05-21 21:10:00,,,,,,,
2018-05-21 21:15:00,40.0634,19.10241,20.33946,33.09595,174.8695,0.0,0.6267272
2018-05-21 21:20:00,,,,,,,
2018-05-21 21:30:00,40.43491,19.21702,20.74269,29.32138,130.5938,0.0,0.6277307
2018-05-21 21:40:00,,,,,,,
2018-05-21 21:45:00,39.09598,16.65183,8.61741,24.63844,109.1469,0.0,0.6223256
2018-05-21 21:50:00,,,,,,,
2018-05-21 22:00:00,36.03325,16.6278,8.116373,26.59754,103.6156,0.0,0.6174855
2018-05-21 22:10:00,,,,,,,
2018-05-21 22:15:00,34.7108,15.83423,7.971946,25.91339,98.37936,0.0,0.6265755
2018-05-21 22:20:00,,,,,,,
2018-05-21 22:30:00,33.44302,16.14875,8.67361,24.88604,97.27689,0.0,0.6174517
2018-05-21 22:40:00,,,,,,,
2018-05-21 22:45:00,39.85482,14.20298,8.597104,23.05555,100.3519,0.0,0.6140789
2018-05-21 22:50:00,,,,,,,
2018-05-21 23:00:00,33.45153,9.987228,7.914977,26.30187,91.38451,0.0,0.5956376
2018-05-21 23:10:00,,,,,,,
2018-05-21 23:15:00,35.11908,10.8261,8.134283,25.63423,93.06389,0.0,0.6328575
2018-05-21 23:20:00,,,,,,,
2018-05-21 23:30:00,35.18942,9.031196,8.238253,23.80504,87.98055,0.0,0.6383553
2018-05-21 23:40:00,,,,,,,
2018-05-21 23:45:00,34.24983,8.88149,8.59045,22.7522,81.85354,0.0,0.5934957
2018-05-21 23:50:00,,,,,,,
2018-05-22 00:00:00,26.9366,9.80451,7.758727,25.22108,78.20248,0.0,0.6365677
2018-05-22 00:10:00,,,,,,,
2018-05-22 00:15:00,28.53255,9.332109,8.064067,24.76934,79.78973,0.0,0.6369809
2018-05-22 00:20:00,,,,,,,
2018-05-22 00:30:00,35.13723,10.56788,8.495942,23.15489,85.30125,0.0,0.6326129
2018-05-22 00:40:00,,,,,,,
2018-05-22 00:45:00,28.70196,8.441614,8.341236,21.84686,74.30222,0.0,0.6113468
2018-05-22 00:50:00,,,,,,,
2018-05-22 01:00:00,24.21137,5.588375,8.899789,21.42767,67.77834,0.0,0.6427063
2018-05-22 01:10:00,,,,,,,
2018-05-22 01:15:00,27.63433,6.019001,8.503894,22.81202,72.80862,0.0,0.6374363
2018-05-22 01:20:00,,,,,,,
2018-05-22 01:30:00,25.44272,6.683067,8.378531,21.08467,68.77927,0.0,0.6469984
2018-05-22 01:40:00,,,,,,,
2018-05-22 01:45:00,23.25193,6.171305,8.351894,25.90381,70.94495,0.0,0.6400164
2018-05-22 01:50:00,,,,,,,
2018-05-22 02:00:00,27.88496,5.741378,8.693704,19.5328,69.38194,0.0,0.6352354
2018-05-22 02:10:00,,,,,,,
2018-05-22 02:15:00,27.74644,7.564035,9.126194,20.59268,71.98811,0.0,0.624206
2018-05-22 02:20:00,,,,,,,
2018-05-22 02:30:00,32.03351,6.31343,8.393819,21.14108,73.97504,0.0,0.6250746
2018-05-22 02:40:00,,,,,,,
2018-05-22 02:45:00,37.95247,7.271958,8.398313,18.68496,79.01247,0.0,0.6532551
2018-05-22 02:50:00,,,,,,,
2018-05-22 03:00:00,29.77908,9.0478,8.577846,21.02822,74.8555,0.0,0.6380433
2018-05-22 03:10:00,,,,,,,
2018-05-22 03:15:00,33.15109,7.641788,8.350798,19.84768,75.72619,0.0,0.6048708
2018-05-22 03:20:00,,,,,,,
2018-05-22 03:30:00,37.9873,6.088888,8.49004,21.30286,82.49713,0.0,0.6237085
2018-05-22 03:40:00,,,,,,,
2018-05-22 03:45:00,23.88769,5.88455,8.317338,19.72688,65.07168,0.0,0.653837
2018-05-22 03:50:00,,,,,,,
2018-05-22 04:00:00,27.47543,6.777002,7.963412,19.27372,68.51565,0.0,0.6537948
2018-05-22 04:10:00,,,,,,,
2018-05-22 04:15:00,23.94946,6.764244,8.510311,20.20207,66.54286,0.0,0.6286582
2018-05-22 04:20:00,,,,,,,
2018-05-22 04:30:00,24.88054,6.415309,9.131237,22.59375,69.8551,0.0,0.611878
2018-05-22 04:40:00,,,,,,,
2018-05-22 04:45:00,25.51412,6.560614,8.05201,20.7626,68.13364,0.0,0.6148378
2018-05-22 04:50:00,,,,,,,
2018-05-22 05:00:00,25.28536,9.061621,8.397765,19.30729,69.15437,0.0,0.6505231
2018-05-22 05:10:00,,,,,,,
2018-05-22 05:15:00,82.4475,9.893041,9.950861,20.27215,131.0441,5.773724,0.6296532
2018-05-22 05:20:00,,,,,,,
2018-05-22 05:30:00,47.32571,10.09997,9.002122,21.14018,98.79443,5.788877,0.6249143
2018-05-22 05:40:00,,,,,,,
2018-05-22 05:45:00,35.27276,8.691612,8.756862,20.48927,85.4552,5.814317,0.6476308
2018-05-22 05:50:00,,,,,,,
2018-05-22 06:00:00,37.58168,9.041256,8.89446,28.79439,94.64388,5.551517,0.6469056
2018-05-22 06:10:00,,,,,,,
2018-05-22 06:15:00,49.6657,17.37562,13.02655,45.06849,138.4601,5.818802,0.673248
2018-05-22 06:20:00,,,,,,,
2018-05-22 06:30:00,59.04304,22.94288,12.12803,48.73346,155.0743,5.90278,0.6672779
2018-05-22 06:40:00,,,,,,,
2018-05-22 06:45:00,44.85679,23.04707,12.63776,57.25042,163.9455,5.762829,0.6786025
2018-05-22 06:50:00,,,,,,,
2018-05-22 07:00:00,35.3079,40.26899,17.373,77.29111,195.5965,5.698374,0.6318035
2018-05-22 07:10:00,,,,,,,
2018-05-22 07:15:00,39.4148,82.9639,19.75301,110.2452,330.4163,5.5884,38.19075
2018-05-22 07:20:00,,,,,,,
2018-05-22 07:30:00,52.78356,86.55913,35.92746,120.2642,338.8468,25.77288,0.6539297
2018-05-22 07:40:00,,,,,,,
2018-05-22 07:45:00,68.73156,110.5749,44.07666,136.8395,414.8529,24.55255,15.51931
2018-05-22 07:50:00,,,,,,,
2018-05-22 08:00:00,77.08986,119.708,49.17781,148.5139,430.663,23.69588,19.31178
2018-05-22 08:10:00,,,,,,,
2018-05-22 08:15:00,45.52265,115.4467,51.47284,148.7355,424.1741,24.00123,17.82481
2018-05-22 08:20:00,,,,,,,
2018-05-22 08:30:00,47.10956,112.2446,49.94167,152.0507,424.6189,23.51103,18.60259
2018-05-22 08:40:00,,,,,,,
2018-05-22 08:45:00,45.40373,102.9872,47.3293,163.9552,473.7617,24.22182,66.41632
2018-05-22 08:50:00,,,,,,,
2018-05-22 09:00:00,46.87926,118.4906,48.41869,157.1979,465.2939,24.36235,38.47013
2018-05-22 09:10:00,,,,,,,
2018-05-22 09:15:00,45.67809,118.0862,46.99752,155.6374,451.2857,24.19154,28.6928
2018-05-22 09:20:00,,,,,,,
2018-05-22 09:30:00,48.30789,114.532,46.12118,160.1432,451.4548,24.07019,23.26646
2018-05-22 09:40:00,,,,,,,
2018-05-22 09:45:00,56.41122,118.6443,46.35366,150.6922,497.7214,23.99109,67.90541
2018-05-22 09:50:00,,,,,,,
2018-05-22 10:00:00,45.63408,119.103,46.86041,160.5427,454.2608,24.35898,23.57517
2018-05-22 10:10:00,,,,,,,
2018-05-22 10:15:00,54.00352,113.5911,47.79563,159.5849,509.6235,24.2501,61.11574
2018-05-22 10:20:00,,,,,,,
2018-05-22 10:30:00,46.39624,112.1098,50.74518,153.5438,473.5911,23.94423,57.18059
2018-05-22 10:40:00,,,,,,,
2018-05-22 10:45:00,49.24635,113.9653,46.40734,145.7662,428.6121,24.13356,19.85876
2018-05-22 10:50:00,,,,,,,
2018-05-22 11:00:00,44.63014,116.0366,45.27644,148.3119,423.943,23.12448,18.96614
2018-05-22 11:10:00,,,,,,,
2018-05-22 11:15:00,42.97683,113.2197,43.67678,159.5677,430.1683,23.685,19.636
2018-05-22 11:20:00,,,,,,,
2018-05-22 11:30:00,54.18366,115.1539,42.76579,162.86,490.744,23.79213,67.03997
2018-05-22 11:40:00,,,,,,,
2018-05-22 11:45:00,60.35045,118.2581,50.39596,152.8762,435.5192,23.41971,0.0
2018-05-22 11:50:00,,,,,,,
2018-05-22 12:00:00,55.39707,117.3643,48.59397,144.0883,475.1453,23.87278,57.36171
2018-05-22 12:10:00,,,,,,,
2018-05-22 12:15:00,55.07732,119.3027,50.92651,142.8783,456.2232,24.06504,37.97593
2018-05-22 12:20:00,,,,,,,
2018-05-22 12:30:00,50.14021,119.3349,51.00567,144.847,444.5261,24.07493,28.99595
2018-05-22 12:40:00,,,,,,,
2018-05-22 12:45:00,59.58984,113.0911,52.9306,147.9329,465.8661,23.69735,42.09562
2018-05-22 12:50:00,,,,,,,
2018-05-22 13:00:00,65.06522,113.825,46.7081,140.6483,507.0342,25.0334,88.39187
2018-05-22 13:10:00,,,,,,,
2018-05-22 13:15:00,47.99027,116.024,55.10226,137.2868,446.6818,25.19073,36.92363
2018-05-22 13:20:00,,,,,,,
2018-05-22 13:30:00,53.46487,115.4703,48.90133,136.7765,455.8568,25.15047,50.72434
2018-05-22 13:40:00,,,,,,,
2018-05-22 13:45:00,52.61394,117.0836,48.44378,138.231,431.4728,24.98766,13.88172
2018-05-22 13:50:00,,,,,,,
2018-05-22 14:00:00,50.66327,118.1573,47.30735,138.9822,464.9023,24.38539,51.62682
2018-05-22 14:10:00,,,,,,,
2018-05-22 14:15:00,47.41061,115.1784,45.88371,129.9276,399.0894,24.03049,0.0
2018-05-22 14:20:00,,,,,,,
2018-05-22 14:30:00,52.74248,123.131,40.2008,134.0705,402.858,23.66518,0.6763932
2018-05-22 14:40:00,,,,,,,
2018-05-22 14:45:00,53.87505,118.471,37.36328,116.6243,429.8718,23.19426,51.66519
2018-05-22 14:50:00,,,,,,,
2018-05-22 15:00:00,54.70919,116.8238,35.06358,104.2196,407.5363,23.83602,19.10033
2018-05-22 15:10:00,,,,,,,
2018-05-22 15:15:00,54.59624,42.69614,29.37747,80.55512,302.1778,10.50301,31.15401
2018-05-22 15:20:00,,,,,,,
2018-05-22 15:30:00,54.60203,45.44229,29.19485,74.83679,256.2086,9.730577,19.588
2018-05-22 15:40:00,,,,,,,
2018-05-22 15:45:00,54.29812,46.14825,26.54596,71.40868,237.7298,9.966967,0.0
2018-05-22 15:50:00,,,,,,,
2018-05-22 16:00:00,53.04501,49.36558,24.70255,68.02647,234.3722,9.827741,0.6986628
2018-05-22 16:10:00,,,,,,,
2018-05-22 16:15:00,52.60508,34.71345,23.74503,42.00203,208.7987,9.191654,27.69699
2018-05-22 16:20:00,,,,,,,
2018-05-22 16:30:00,53.78246,33.09719,24.13758,40.33677,175.3547,3.666007,0.6841846
2018-05-22 16:40:00,,,,,,,
2018-05-22 16:45:00,48.02147,37.48549,10.85668,40.17746,176.103,3.642219,14.1962
2018-05-22 16:50:00,,,,,,,
2018-05-22 17:00:00,46.56638,34.59609,9.952791,38.03219,157.7298,3.683057,0.6597058
2018-05-22 17:10:00,,,,,,,
2018-05-22 17:15:00,48.71811,34.17308,9.759194,31.12782,160.9873,3.637354,0.6472513
2018-05-22 17:20:00,,,,,,,
2018-05-22 17:30:00,44.05633,37.25393,11.00045,31.30866,159.9246,3.671403,0.6972968
2018-05-22 17:40:00,,,,,,,
2018-05-22 17:45:00,36.16969,30.51955,9.104961,30.94473,168.8393,3.658063,21.07384
2018-05-22 17:50:00,,,,,,,
2018-05-22 18:00:00,39.21716,33.3346,9.768943,30.49332,160.651,3.692163,0.0
2018-05-22 18:10:00,,,,,,,
2018-05-22 18:15:00,40.38956,34.07494,10.33671,29.89993,184.9199,3.675147,20.2461
2018-05-22 18:20:00,,,,,,,
2018-05-22 18:30:00,41.53505,32.97882,9.578256,31.78742,169.56,3.639158,0.0
2018-05-22 18:40:00,,,,,,,
2018-05-22 18:45:00,50.66651,35.70961,9.208973,29.42064,182.6031,3.630709,1.747475
2018-05-22 18:50:00,,,,,,,
2018-05-22 19:00:00,36.73002,36.85307,9.140201,30.22203,174.2806,3.674236,0.0
2018-05-22 19:10:00,,,,,,,
2018-05-22 19:15:00,38.15699,39.81609,9.329142,23.42801,153.1279,3.622471,0.6826584
2018-05-22 19:20:00,,,,,,,
2018-05-22 19:30:00,35.84949,37.46368,9.333199,24.9301,168.4084,3.675257,0.6541911
2018-05-22 19:40:00,,,,,,,
2018-05-22 19:45:00,27.3273,39.24629,8.755555,24.3297,145.346,3.703522,0.662109
2018-05-22 19:50:00,,,,,,,
2018-05-22 20:00:00,33.29813,34.91282,8.522301,24.39733,138.2297,3.705478,0.6627582
2018-05-22 20:10:00,,,,,,,
2018-05-22 20:15:00,29.87669,38.39141,8.515244,24.32883,132.2925,0.0,0.635033
2018-05-22 20:20:00,,,,,,,
2018-05-22 20:30:00,37.37235,38.73174,8.929588,24.73729,135.654,0.0,0.6389287
2018-05-22 20:40:00,,,,,,,
2018-05-22 20:45:00,38.95973,39.7441,8.317616,25.49337,126.5096,0.0,0.6247373
2018-05-22 20:50:00,,,,,,,
2018-05-22 21:00:00,38.03017,31.15887,8.212711,26.59598,119.7244,0.0,0.6170555
2018-05-22 21:10:00,,,,,,,
2018-05-22 21:15:00,28.92987,30.61065,8.489306,23.09398,107.1774,0.0,0.6375796
2018-05-22 21:20:00,,,,,,,
2018-05-22 21:30:00,27.82548,32.54624,8.074456,24.46019,109.8287,0.0,0.6412054
2018-05-22 21:40:00,,,,,,,
2018-05-22 21:45:00,28.64272,34.14962,8.486549,24.70386,109.4378,0.0,0.6385324
2018-05-22 21:50:00,,,,,,,
2018-05-22 22:00:00,25.15591,24.56251,8.251534,23.42333,95.3757,0.0,0.6010932
2018-05-22 22:10:00,,,,,,,
2018-05-22 22:15:00,27.85932,27.79929,8.179116,22.97282,97.52859,0.0,0.6395358
2018-05-22 22:20:00,,,,,,,
2018-05-22 22:30:00,25.61537,23.17371,7.990302,23.06142,98.33653,0.0,0.6053683
2018-05-22 22:40:00,,,,,,,
2018-05-22 22:45:00,24.64143,31.30543,8.293855,23.01852,102.7524,0.0,0.6117769
2018-05-22 22:50:00,,,,,,,
2018-05-22 23:00:00,29.57533,27.34221,8.202339,19.9015,102.2476,0.0,0.6099976
2018-05-22 23:10:00,,,,,,,
2018-05-22 23:15:00,27.79541,28.06355,7.989147,21.27198,100.6396,0.0,0.6005282
2018-05-22 23:20:00,,,,,,,
2018-05-22 23:30:00,26.57055,27.46307,8.685845,21.87749,100.8535,0.0,0.6106385
2018-05-22 23:40:00,,,,,,,
2018-05-22 23:45:00,28.41444,25.9834,8.820179,22.33962,103.8794,0.0,0.6183962
2018-05-22 23:50:00,,,,,,,
2018-05-23 00:00:00,24.26401,26.05157,8.043164,21.64696,87.81284,0.0,0.6078727
2018-05-23 00:10:00,,,,,,,
2018-05-23 00:15:00,38.402,27.38728,8.371414,23.0765,105.8551,0.0,0.6404212
2018-05-23 00:20:00,,,,,,,
2018-05-23 00:30:00,40.36667,24.21843,8.100064,21.61259,104.6594,0.0,0.6097447
2018-05-23 00:40:00,,,,,,,
2018-05-23 00:45:00,32.50675,27.53814,8.756895,21.16474,95.87797,0.0,0.6076872
2018-05-23 00:50:00,,,,,,,
2018-05-23 01:00:00,34.59752,27.28671,8.382579,20.97981,95.54889,0.0,0.6397888
2018-05-23 01:10:00,,,,,,,
2018-05-23 01:15:00,32.92259,23.69393,8.579691,17.5719,88.51704,0.0,0.6127971
2018-05-23 01:20:00,,,,,,,
2018-05-23 01:30:00,26.68648,26.85103,7.779302,23.40973,90.0341,0.0,0.6109927
2018-05-23 01:40:00,,,,,,,
2018-05-23 01:45:00,26.92423,26.21605,7.982528,20.13735,85.47644,0.0,0.6559197
2018-05-23 01:50:00,,,,,,,
